# ./benchmark.sh 15 2**50 2**50+2**8 2**8 2**8+2**5 2 3
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**50,2**50+2**8], nbound=[2**8,2**8+2**5], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/15.dat')"
1125899906842679 257 (3, 128) 130.625242313 0 96.9745209217 66.348454078 12.6024546623 10.2632323106 11.4531079928 13.9084002972 22.4270186424
1125899906842679 263 (6, 131) 706.112619877 0 92.5605923335 73.603459994 14.351940314 12.3995909691 13.1168925762 15.7539079189 25.4262560209
1125899906842679 269 (8, 268) 1548.51188588 0 106.345306317 165.089210749 24.2719217141 19.6646276315 21.8460673491 21.8284416199 32.5109886328
1125899906842679 271 (6, 135) 745.834285975 0 102.195432107 83.0843396187 15.2933639685 13.4393379688 13.8846003215 16.7156503201 27.8666869005
1125899906842679 277 (2, 138) 58.4070826372 41.6540896893 101.952771902 89.6048109531 15.9594842593 13.5652207534 14.3301846981 17.3084773223 28.7414271037
1125899906842679 281 (2, 280) 60.7457513809 42.975168705 115.110552629 109.230891625 26.8547274272 21.2521476746 23.7510803541 23.7093540827 23.6483267148
1125899906842679 283 (1, 282) 9.46359570821 0 115.315525055 202.158709367 27.9588733514 23.4121970336 25.0656456153 25.0309429963 37.3367946148
1125899906842723 257 (6, 256) 672.120606184 0 85.3475899696 136.031538884 20.8825429281 15.6954199473 18.7040290038 18.6866439184 27.1741003195
1125899906842723 263 (6, 262) 707.253647089 0 92.5601416429 151.81758221 23.4930609862 19.2439250151 21.2320892811 21.1990423997 30.8591609796
1125899906842723 269 (8, 268) 1547.87170696 0 107.738487641 165.168188095 24.0096193949 19.5169279575 21.5760350227 21.5688557625 32.3870557944
1125899906842723 271 (2, 270) 55.8124007384 34.1421113014 104.42221427 171.69284598 25.036602656 21.0567499797 22.4360109965 22.4226229191 33.5671903292
1125899906842723 277 (2, 138) 58.3688543638 40.2989633083 104.529592355 89.7376487255 15.7636106014 13.604411602 14.2647064527 17.1875470479 28.7749996185
1125899906842723 281 (2, 56) 60.7469863892 36.8487856388 112.080355247 23.0653219223 6.10085606575 4.97045302391 5.41680598259 9.97265108426 13.0186126232
1125899906842723 283 (3, 141) 162.606434425 0 112.840003014 107.075005372 54.6928063234 14.6102252801 14.9948266347 18.0911643505 30.6424400012
1125899906842769 257 (6, 256) 670.345178127 0 87.6262962818 135.60784928 20.6453543504 15.5671686331 18.4783237775 18.4633700053 27.0672152837
1125899906842769 263 (1, 131) 7.97742931048 0 92.6347493331 73.5034123262 14.1462747256 12.2686299483 12.8608339628 15.3945790132 25.2834213575
1125899906842769 269 (4, 268) 287.029042403 0 106.005383968 165.138263067 24.1098694007 19.6767970721 21.5624697208 21.5396912893 32.4402703444
1125899906842769 271 (2, 135) 55.8245229721 42.5955130259 98.5872677167 83.1501900355 14.9025580088 13.188142697 13.4767316977 16.1734773318 27.5435432593
1125899906842769 277 (2, 92) 58.4201570352 55.037014246 110.832885981 59.2539144357 10.075728337 8.39928603172 8.95956412951 12.8216939767 24.4956336816
1125899906842769 281 (1, 280) 9.26217595736 0 119.136820237 109.183741013 26.2042853038 20.8888923327 23.2918350697 23.2209929625 27.5246404012
1125899906842769 283 (1, 141) 9.46492966016 0 117.031100909 98.035188357 16.3858028253 14.4464542866 14.7726840178 17.8179526329 30.5066906611
