# ./benchmark.sh 22 2**35 2**35+2**8 5 2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**35,2**35+2**8], nbound=[5,2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/22.dat')"
34359738421 5 (2, 1) 0.0750577449799 0.0214423338572 0.0307066440582 0.000765005747477 0.000197569529215 0.00017770131429 0.000174999237061 0 0
34359738421 7 (1, 1) 0.00330797831217 0 0.0351925690969 0.000616073608398 0.000321865081787 0.000370343526204 0.000361680984497 0 0
34359738421 9 (1, 3) 0.00403165817261 0 0.046046257019 0.00153724352519 0.00229938824972 0.00209013621012 0.00270128250122 0.00314370791117 0.00208099683126
34359738421 11 (2, 10) 0.0818873246511 0.0593702793121 0.052250623703 0.00276573499044 0.00701014200846 0.00587360064189 0.00700902938843 0.00697636604309 0.00587264696757
34359738421 13 (4, 4) 0.211647351583 0 0.0818250179291 0.00268737475077 0.00391125679016 0.0037354628245 0.00445588429769 0.00577831268311 0.0041561126709
34359738421 17 (2, 16) 0.124555587769 0.08913230896 0.120990673701 0.00857996940613 0.0172710418701 0.0138347943624 0.0169847806295 0.0168962478638 0.0148104826609
34359738421 19 (10, 9) 3.16202553113 0 0.125620683034 0.00739804903666 0.0135186513265 0.0118033091227 0.0138343175252 0.0162541071574 0.0138603846232
34359738421 23 (2, 22) 0.171131928762 0.121250232061 0.176604270935 0.0205190181732 0.0348066488902 0.0293933550517 0.0338260332743 0.0337453683217 0.0279236634572
34359738421 25 (1, 5) 0.0181096394857 0 0.230064709981 0.00774661699931 0.00947133700053 0.00846632321676 0.0110895633698 0.0179136594137 0.0155216852824
34359738421 27 (1, 9) 0.0338853200277 0 0.246978680293 0.0135496457418 0.01642258962 0.0144453048706 0.018151919047 0.0243960221608 0.0217912991842
34359738421 29 (1, 7) 0.0241053899129 0 0.302566369375 0.0111549695333 0.0165839195251 0.0157196521759 0.0187129974365 0.0269312858582 0.0194222927094
34359738421 31 (1, 10) 0.0286769072215 0 0.350747346878 0.0233129660288 0.0259393056234 0.0234587192535 0.027272383372 0.0367950598399 0.0354513327281
34359738421 37 (2, 36) 0.395926554998 0.283242623011 0.490543047587 0.113981326421 0.103940010071 0.0874195893606 0.100795984268 0.100042263667 0.101516962051
34359738421 41 (2, 20) 0.486920674642 0.295214811961 0.565951665243 0.057448943456 0.0731435616811 0.0649586518606 0.074419260025 0.0860493977865 0.0750856399536
34359738421 43 (4, 21) 2.44679959615 0 0.698544343313 0.0959837436676 0.0848952929179 0.0769259929657 0.084977388382 0.0994369983673 0.107430696487
34359738421 47 (6, 46) 7.59928131104 0 0.895446697871 0.28551197052 0.195628007253 0.173657417297 0.187244256337 0.186664422353 0.201737324397
34359738421 49 (4, 7) 3.31239064535 0 0.901472647985 0.0436164538066 0.0289902687073 0.0246229171753 0.0325469970703 0.0687162876129 0.0869206587474
34359738421 53 (2, 52) 0.824112892151 0.547599315643 1.08321968714 0.284101724625 0.269200325012 0.231561263402 0.256695111593 0.255753755569 0.257767041524
34359738421 59 (2, 29) 1.07343467077 0.543587287267 1.39728403091 0.290420691172 0.189576307933 0.175526062648 0.18465534846 0.216827233632 0.254986604055
34359738421 61 (3, 12) 2.89704696337 0 1.48452734947 0.1311759154 0.0783042907715 0.0715819994609 0.0801575183868 0.136597951253 0.180614074071
34359738421 67 (4, 33) 6.77971394857 0 1.7846408685 0.439598321915 0.253787914912 0.226737976074 0.244553009669 0.288970073064 0.359423319499
34359738421 71 (8, 5) 40.4170620441 0 1.98273237546 0.0867389837901 0.0462533632914 0.042867342631 0.0534509023031 0.148126999537 0.237497409185
34359738421 73 (2, 24) 1.72545234362 1.03060603142 2.00895237923 0.392639954885 0.201039711634 0.175619204839 0.194920301437 0.266007661819 0.365509986877
34359738421 79 (2, 26) 2.04848965009 1.38440593084 2.69984634717 0.543795744578 0.262186686198 0.243133147558 0.253423293432 0.341267267863 0.488118330638
34359738421 81 (1, 27) 0.56466627121 0 3.05154530207 0.542558034261 0.204305648804 0.171799023946 0.201027313868 0.294969320297 0.444832245509
34359738421 83 (2, 82) 2.30688762665 1.23316105207 2.87646691004 1.29471405347 0.803694327672 0.69385655721 0.749037663142 0.747261603673 0.816741387049
34359738421 89 (2, 22) 2.70484701792 1.78521227837 3.58827273051 0.364982366562 0.253479719162 0.225888252258 0.250746329625 0.372890392939 0.456222216288
34359738421 97 (1, 32) 0.344151973724 0 4.23123502731 1.09942960739 0.407197316488 0.348838647207 0.386893351873 0.52797627449 0.826191981634
34359738421 101 (6, 25) 46.8240853151 0 4.67757463455 0.974535942078 0.365017731984 0.319175084432 0.346702257792 0.526529709498 0.842941681544
34359738421 103 (3, 34) 9.45253539085 0 4.94889799754 1.41527136167 0.532028039296 0.481163660685 0.503094991048 0.672834555308 1.01309132576
34359738421 107 (2, 106) 4.13292765617 2.3638707002 5.02703674634 5.1292099158 1.5317440033 1.38106656075 1.42107224464 1.42538928986 1.81592289607
34359738421 109 (1, 2) 0.456557750702 0 5.63589334488 0.140592654546 0.0491840044657 0.0469636122386 0.0682720343272 0.352138360341 0.753328641256
34359738421 113 (1, 112) 0.494585990906 0 6.06190800667 3.79106903076 1.74826272329 1.48775498072 1.59059039752 1.5923140049 1.86851700147
34359738421 121 (2, 110) 5.47735730807 2.75230693817 7.88177529971 7.25491333008 1.94788098335 1.83145809174 1.84142327309 1.86847289403 2.45354366302
34359738421 125 (2, 25) 5.79977790515 2.71830765406 7.46584908168 1.03306571643 0.380925973256 0.344080368678 0.365356683731 0.656819025675 0.855740388234
34359738421 127 (4, 42) 30.3384610017 0 7.68988728523 3.19196375211 0.92159485817 0.863582372665 0.84930229187 1.12929797173 1.86099298795
34359738421 131 (1, 130) 0.713921626409 0 8.13653405507 6.41558599472 2.58010363579 2.16010189056 2.32841491699 2.32424473763 2.47746841113
34359738421 137 (2, 136) 7.19188801448 3.42705003421 9.15289473534 12.5573863983 2.81027666728 2.36882297198 2.54570659002 2.5421213309 3.50875933965
34359738421 139 (4, 46) 37.9636693796 0 10.2271322409 4.2892229557 1.09883411725 0.975075721741 1.00318066279 1.35584330559 2.39317361514
34359738421 149 (8, 74) 237.329793294 0 12.6097442309 8.49094072978 2.05991339684 1.85939693451 1.86203074455 2.17568866412 3.46410433451
34359738421 151 (1, 15) 1.01263602575 0 12.470813036 1.81486177444 0.402511199315 0.345747550329 0.358988761902 0.951804081599 2.30251598358
34359738421 157 (5, 3) 88.7097652753 0 13.2250875632 0.485393921534 0.129765351613 0.109738270442 0.145616292953 0.85836704572 2.39953660965
34359738421 163 (1, 9) 1.18874057134 0 13.780563434 1.37457172076 0.308959325155 0.247852404912 0.288873672485 1.03246760368 2.70788232485
34359738421 167 (14, 166) 1190.5976789 0 15.7013326486 27.3440287113 4.91273037593 4.38390000661 4.38167738914 4.3599776427 6.14871168137
34359738421 169 (4, 52) 61.7495349248 0 15.4385683537 8.16039737066 1.51744564374 1.32006669044 1.3754491806 1.97045230865 3.83166337013
34359738421 173 (2, 172) 12.3159229755 6.77007246017 15.7781236172 18.3404579957 5.22325070699 4.57464742661 4.61042173704 4.57081198692 5.94356973966
34359738421 179 (2, 178) 13.5743854046 8.20469808578 17.9591787656 20.7665526867 5.78070529302 5.0810406208 5.11095134417 5.08846004804 5.7985569636
34359738421 181 (3, 60) 36.3417539597 0 19.6579686801 11.7473036448 2.20822167397 1.96382435163 1.94120748838 2.61622802416 4.96089069049
34359738421 191 (2, 190) 15.9304879506 8.83853769302 21.6234439214 27.8185666402 6.80735858281 6.2302180926 5.95601073901 5.94589678446 7.95879570643
34359738421 193 (1, 48) 1.7700937589 0 22.9833219846 10.9927333991 1.8204100132 1.44847027461 1.54022661845 2.40768829981 5.34076825778
34359738421 197 (18, 196) 2688.10334301 0 22.4004566669 49.8776419163 6.89807033539 5.82839806875 5.98152494431 5.95961403847 8.95772910118
34359738421 199 (1, 99) 1.93531568845 0 23.5906180541 25.4426736037 4.24341797829 3.82787966728 3.71447873116 4.34631705284 7.47271792094
34359738421 211 (5, 210) 178.321249723 0 27.329716603 65.4981826146 8.35063560804 7.37896529833 7.22848995527 7.21805000305 10.8225033283
34359738421 223 (1, 111) 2.51563564936 0 31.4384767214 40.0100200176 5.92026726405 5.62767028809 5.14364163081 5.9841214021 10.3432399432
34359738421 227 (12, 113) 1552.01360297 0 32.8934392134 41.9417006969 5.7924498717 5.18625005086 4.9645477136 5.83987061183 10.4663654168
34359738421 229 (3, 57) 64.4906580448 0 32.1284848849 21.4190203349 2.97604473432 2.49632875125 2.46695605914 3.81029200554 8.53759837151
34359738421 233 (2, 29) 25.3091423512 12.4092549483 34.5589960416 5.72084609667 1.51566966375 1.20563205083 1.24195671082 2.74750264486 5.53215368589
34359738421 239 (1, 17) 2.98213799795 0 39.2828203837 4.31129725774 1.05467041334 0.845846335093 0.841853062312 2.56994605064 5.89410734177
34359738421 241 (3, 240) 72.4163462321 0 37.4637327194 108.212645054 11.4474418958 9.9491139253 9.73368104299 9.72184753418 15.3019646804
34359738421 243 (1, 81) 3.10672330856 0 39.2761746248 18.410715421 5.73085165024 5.1694846948 5.10238067309 6.36191439629 9.65908734004
34359738421 251 (1, 250) 3.35661156972 0 42.4618040721 73.9885306358 13.2033309937 11.8327933947 11.1710766951 11.1367703279 12.6167552471
34359738451 5 (1, 1) 0.00257595380147 0 0.0217963059743 0.00075896581014 0.000222682952881 0.000210364659627 0.000208377838135 0 0
34359738451 7 (4, 6) 0.0979150136312 0 0.0279979705811 0.00146627426147 0.00280698140462 0.0022865931193 0.00274395942688 0.00273537635803 0.00221681594849
34359738451 9 (1, 3) 0.00429034233093 0 0.0467329819997 0.00148391723633 0.002059618632 0.00175738334656 0.0023455619812 0.00286157925924 0.00168792406718
34359738451 11 (1, 5) 0.00473928451538 0 0.0499669710795 0.00225814183553 0.00428326924642 0.0038476785024 0.00462873776754 0.00519927342733 0.00365829467773
34359738451 13 (4, 2) 0.213263909022 0 0.0656534036001 0.00249036153158 0.00242964426676 0.00232330958049 0.0028973420461 0.0046337445577 0.0031042098999
34359738451 17 (1, 16) 0.00985193252563 0 0.111881732941 0.00839996337891 0.0174686113993 0.0139432748159 0.0170783201853 0.0171823501587 0.0149006843567
34359738451 19 (10, 9) 3.16953070958 0 0.16451938947 0.0073934396108 0.013411283493 0.0118270715078 0.0139434337616 0.0162870089213 0.0135293801626
34359738451 23 (2, 11) 0.17782831192 0.119482040405 0.213842312495 0.0105359554291 0.0197157065074 0.0176996390025 0.0203479925791 0.0238526662191 0.0193153222402
34359738451 25 (2, 1) 0.200725634893 0.121644258499 0.232405344645 0.00208028157552 0.00160590807597 0.00260273615519 0.0025859673818 0 0
34359738451 27 (1, 9) 0.0247456232707 0 0.261377890905 0.013371070226 0.0247515837351 0.0224246184031 0.02623462677 0.0327419439952 0.030078013738
34359738451 29 (1, 28) 0.0271703402201 0 0.308107296626 0.041316986084 0.0595773061117 0.0501023928324 0.0578639507294 0.0574733416239 0.0525572299957
34359738451 31 (10, 30) 9.54155834516 0 0.341413895289 0.0699126720428 0.070548693339 0.0624582767487 0.0686140060425 0.0681052207947 0.0678290526072
34359738451 37 (4, 18) 1.78294674555 0 0.486366669337 0.0560110410055 0.0587039788564 0.0519007047017 0.0591727097829 0.0697286128998 0.0710570017497
34359738451 41 (2, 5) 0.487699985504 0.325841347377 0.569663206736 0.0183676083883 0.0207045873006 0.0192921161652 0.0246520837148 0.0470854441325 0.0324689547221
34359738451 43 (2, 14) 0.541565974553 0.296518007914 0.649046738942 0.064252058665 0.0543326536814 0.048725048701 0.0549851258596 0.0758388837179 0.0836697419484
34359738451 47 (2, 46) 0.649273951848 0.369705200195 0.880472342173 0.285692691803 0.193917989731 0.172977050145 0.185852924983 0.185292959213 0.20067135493
34359738451 49 (6, 42) 9.6974263986 0 0.957283655802 0.242554426193 0.179719289144 0.155689716339 0.176537752151 0.180057048798 0.199133634567
34359738451 53 (1, 52) 0.0992120901744 0 1.14158097903 0.282314300537 0.27551873525 0.237158377965 0.263374408086 0.262570301692 0.260773102442
34359738451 59 (12, 29) 69.2201867104 0 1.46075471242 0.29218173027 0.190430005391 0.175907929738 0.185094038645 0.216803232829 0.254695971807
34359738451 61 (3, 60) 2.87444798152 0 1.52277994156 0.678591648738 0.382295608521 0.341480573018 0.363268375397 0.36257926623 0.40597208341
34359738451 67 (1, 66) 0.144924720128 0 1.86313470205 0.905246019363 0.473754008611 0.403585672379 0.447398026784 0.446627219518 0.515016635259
34359738451 71 (1, 70) 0.169760306676 0 2.05460095406 1.14992237091 0.549897352854 0.481636603673 0.51885565122 0.518590609233 0.607752084732
34359738451 73 (1, 72) 0.172399600347 0 2.24113631248 1.22290054957 0.582472403844 0.493763605754 0.547925551732 0.546989917755 0.644749720891
34359738451 79 (2, 39) 2.05213061968 0.968260288239 2.48380573591 0.832654396693 0.410031000773 0.384032090505 0.394739707311 0.458829323451 0.606218338013
34359738451 81 (2, 27) 2.1890733242 1.27864774068 2.88065266609 0.314435005188 0.199106057485 0.165351867676 0.194893042247 0.281733671824 0.350469112396
34359738451 83 (2, 82) 2.31296523412 1.10926731428 3.25811704 1.29127629598 0.800032218297 0.689277887344 0.744043747584 0.741461435954 0.724753379822
34359738451 89 (1, 22) 0.285412947337 0 3.37712105115 0.341220696767 0.252230644226 0.224228620529 0.249265034993 0.37118768692 0.466676712036
34359738451 97 (1, 48) 0.340369383494 0 4.00991074244 1.66495505969 0.65644176801 0.574970960617 0.617979685465 0.723579645157 1.01949636141
34359738451 101 (6, 50) 46.8678076267 0 4.67919397354 1.96743925412 0.77925602595 0.702357292175 0.733180681864 0.852131446203 1.17185258865
34359738451 103 (3, 17) 9.47422862053 0 4.76240022977 0.713888009389 0.260019699732 0.233812650045 0.25076675415 0.466518322627 0.801042715708
34359738451 107 (1, 53) 0.43283367157 0 5.63475656509 2.4710586071 0.894295374552 0.830256382624 0.839680989583 0.975584983826 1.35931332906
