# ./benchmark.sh 23 2**45 2**45+2**8 5 2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**45,2**45+2**8], nbound=[5,2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/23.dat')"
35184372088891 5 (1, 1) 0.0368610223134 0 0.0450709660848 0.000906705856323 0.000447432200114 0.000315030415853 0.000283400217692 0 0
35184372088891 7 (2, 3) 0.0717792510986 0.0490736961365 0.030743042628 0.00154956181844 0.00186459223429 0.00160694122314 0.00228834152222 0.00240731239319 0.00162140528361
35184372088891 9 (1, 3) 0.0102706750234 0 0.0587933858236 0.00183494885763 0.00263770421346 0.00222524007161 0.00319266319275 0.00384267171224 0.00245865186056
35184372088891 11 (2, 5) 0.0984555880229 0.07324107488 0.0718922615051 0.00231138865153 0.0054079691569 0.00460426012675 0.00599837303162 0.00681265195211 0.00446160634359
35184372088891 13 (1, 2) 0.00889372825623 0 0.100812911987 0.003005027771 0.00311930974325 0.00289400418599 0.00388701756795 0.00657868385315 0.00377972920736
35184372088891 17 (2, 16) 0.152082363764 0.123763958613 0.154405991236 0.00857202212016 0.0241636435191 0.0188456376394 0.0240307648977 0.0239640076955 0.0199897289276
35184372088891 19 (10, 1) 4.20021533966 0 0.207656701406 0.00158707300822 0.00145490964254 0.00205294291178 0.00203967094421 0 0
35184372088891 23 (1, 22) 0.0226882298787 0 0.269061644872 0.0206966400146 0.0502823988597 0.0413982868195 0.049573024114 0.0494446754456 0.0411230723063
35184372088891 25 (1, 5) 0.0274829864502 0 0.30842367808 0.0078280766805 0.0123720169067 0.0106550057729 0.0150997638702 0.0252352555593 0.0185859998067
35184372088891 27 (1, 9) 0.0367106596629 0 0.406912008921 0.0135513941447 0.0225119590759 0.018473704656 0.0254537264506 0.0354046821594 0.0276110172272
35184372088891 29 (2, 14) 0.312537431717 0.241554737091 0.438310782115 0.0195933183034 0.045081059138 0.0378057161967 0.0480359395345 0.0555613040924 0.0436362425486
35184372088891 31 (10, 10) 12.8181789716 0 0.510284662247 0.0238723754883 0.0364569028219 0.031270980835 0.0391799608866 0.0540804068247 0.0465463797251
35184372088891 37 (2, 9) 0.501231749852 0.432130336761 0.784366369247 0.0304470062256 0.040885368983 0.0348613262177 0.0445059140523 0.0715074539185 0.0630334218343
35184372088891 41 (2, 4) 0.61588994662 0.490972359975 0.951732714971 0.0178559621175 0.0218620300293 0.0199129581451 0.029576698939 0.0672279198964 0.0463766256968
35184372088891 43 (2, 21) 0.689648628235 0.51688170433 1.00440065066 0.0973964532216 0.126179377238 0.109453280767 0.128810723623 0.152631362279 0.14978202184
35184372088891 47 (3, 23) 2.08278743426 0 1.2723373572 0.139218330383 0.157038927078 0.138810078303 0.159171978633 0.188658634822 0.190808693568
35184372088891 49 (1, 3) 0.112526655197 0 1.35045727094 0.026887734731 0.0214223861694 0.0200592676799 0.0307737191518 0.0956260363261 0.0994180838267
35184372088891 53 (1, 13) 0.140141328176 0 1.68283343315 0.0671377182007 0.0901079177856 0.0748937129974 0.0984433492025 0.155174652735 0.146875301997
35184372088891 59 (12, 58) 93.1048456828 0 2.34139068921 0.605124076207 0.496507962545 0.420442342758 0.479622364044 0.477794647217 0.49880806605
35184372088891 61 (3, 6) 3.81357796987 0 2.42778245608 0.0718201001485 0.0540337562561 0.0482970873515 0.0639263788859 0.172348658244 0.200829664866
35184372088891 67 (2, 66) 1.87312825521 1.11376094818 2.86803793907 0.906771659851 0.686430374781 0.559119383494 0.661434412003 0.66020433108 0.711000363032
35184372088891 71 (8, 35) 54.8145609697 0 3.64255460103 0.5564113458 0.440440654755 0.382186253866 0.437706391017 0.520708243052 0.59361632665
35184372088891 73 (4, 72) 11.1089382966 0 3.76008152962 1.22616871198 0.841230710347 0.678584575653 0.808949311574 0.806503693263 0.887602011363
35184372088891 79 (4, 39) 13.2652814388 0 4.77258936564 0.833066622416 0.618984699249 0.557089328766 0.612101316452 0.718694925308 0.853092034658
35184372088891 81 (1, 27) 0.62686530749 0 4.69469388326 0.543633699417 0.5042061011 0.445240020752 0.509239594142 0.665571292241 0.804661035538
35184372088891 83 (1, 82) 0.398539622625 0 4.61913736661 1.29570921262 1.19205800692 0.987223307292 1.12830909093 1.12556974093 1.1342104276
35184372088891 89 (2, 88) 3.56593934695 2.23639297485 5.65885663033 1.63478620847 1.4206190904 1.17511502902 1.34632269541 1.34390473366 1.32924763362
35184372088891 97 (4, 8) 21.8085009257 0 7.00357405345 0.294986963272 0.144247690837 0.12019832929 0.16073735555 0.500818729401 0.800256649653
35184372088891 101 (6, 2) 63.4619073073 0 8.00238227844 0.117238283157 0.0537053743998 0.0517464478811 0.0910143057505 0.493573347727 0.79843823115
35184372088891 103 (1, 34) 0.684464375178 0 8.4513827165 1.41906436284 0.742733001709 0.645490090052 0.728608926137 1.01117769877 1.34768819809
35184372088891 107 (2, 53) 5.46873060862 3.69760203362 9.20576206843 2.47287305196 1.26844867071 1.12927571932 1.22627003988 1.45836997032 1.84441065788
35184372088891 109 (5, 27) 49.6730093161 0 10.3771210512 1.31947867076 0.627291997274 0.544968048731 0.618456919988 0.991595347722 1.40766692162
35184372088891 113 (2, 56) 6.26123936971 4.67018342018 11.4529390335 1.70741502444 1.39831296603 1.19749164581 1.34849834442 1.58562103907 1.71031800906
35184372088891 121 (1, 55) 0.988731940587 0 12.1791055997 3.47856060664 1.50136605899 1.3222023646 1.47023534775 1.8055156072 2.41289424896
35184372088891 125 (1, 25) 1.07472443581 0 14.2361126741 0.93775955836 0.532073895137 0.452969710032 0.538948615392 1.04866536458 1.21747501691
35184372088891 127 (1, 126) 1.11250066757 0 15.6397329966 10.1735316118 3.52648472786 3.13831106822 3.29474600156 3.30057867368 4.06848621368
35184372088891 131 (1, 130) 1.20691267649 0 15.2907919884 6.45226470629 3.69499794642 2.97632129987 3.44253293673 3.44929758708 3.45102310181
35184372088891 137 (2, 136) 9.69794901212 5.7452287674 16.676375707 12.6278436979 4.14721433322 3.41034499804 3.90799864133 3.90502309799 4.94664494197
35184372088891 139 (2, 69) 10.0092519919 6.4974749883 16.2384259701 6.55840698878 2.49688593547 2.21801535288 2.40042988459 2.85907761256 4.01040363312
35184372088891 149 (2, 74) 11.8254330158 9.76927804947 20.1188553174 8.49971397718 2.91592995326 2.52213891347 2.72655773163 3.26782290141 4.7147424221
35184372088891 151 (2, 50) 12.2493956884 8.11328625679 21.5379457474 5.94976504644 2.01299707095 1.77180568377 1.92661261559 2.64595468839 4.16758879026
35184372088891 157 (10, 156) 616.495434046 0 22.944276015 21.6663950284 5.79119205475 4.98410868645 5.39973489443 5.36917511622 7.10097471873
35184372088891 163 (1, 27) 2.04675944646 0 26.766834418 3.92897176743 1.1094686985 0.924228111903 1.04718295733 2.17420887947 4.06787625949
35184372088891 167 (14, 83) 1606.39160705 0 25.4082387288 13.1269656022 3.87228131294 3.42114591599 3.62241244316 4.32511933645 6.3675262928
35184372088891 169 (4, 26) 82.919910272 0 25.151358366 4.08834441503 0.962707042694 0.779372692108 0.934912045797 2.16640202204 4.24968838692
35184372088891 173 (1, 86) 2.3562494119 0 28.4716659387 8.60586539904 4.20746167501 3.72892610232 3.93368005753 4.61354502042 5.82839624087
35184372088891 179 (1, 178) 2.56150094668 0 33.0798526605 20.6710546017 7.75859371821 6.42384497325 7.06895391146 7.05039334297 7.77950572968
35184372088891 181 (3, 60) 49.0808649063 0 29.6992747784 11.7574503422 3.07677960396 2.66696858406 2.83161171277 3.98820400238 6.64952635765
35184372088891 191 (2, 190) 21.512297074 13.2525345484 35.6085840066 27.8876980941 9.43367266655 8.28522459666 8.49600028992 8.51126702627 10.1771969795
35184372088891 193 (4, 96) 114.101698001 0 37.0948542754 22.2157479127 5.24947603544 4.36427060763 4.81331626574 5.807066679 9.1605463028
35184372088891 197 (18, 49) 3862.99189186 0 37.6312577724 11.9604190191 2.79334425926 2.27453732491 2.54885896047 4.13893373807 7.62520011266
35184372088891 199 (4, 99) 121.407544374 0 36.9692569574 25.4561851025 5.9811296463 5.25484895706 5.49014337858 6.57790191968 10.1426517169
35184372088891 211 (1, 5) 3.80103135109 0 46.7845153014 1.67294200261 0.422358989716 0.323191801707 0.461586634318 2.91595498721 7.02788090706
35184372088891 223 (4, 222) 160.630556981 0 49.9142513275 82.79078269 13.4445567131 12.1682531039 12.1199339231 12.1370475292 17.0113870303
35184372088891 227 (3, 226) 85.4457174142 0 59.9825688998 86.3084013462 13.452300628 11.3110793432 12.0454580784 11.985934337 17.2664953868
35184372088891 229 (12, 228) 2141.93427491 0 53.4382779598 89.1469492912 14.0703756809 11.8392499288 12.5725766818 12.5824990273 17.9900852839
35184372088891 233 (1, 232) 4.69466670354 0 58.2165990671 54.1569516659 14.6933225791 12.2068188985 13.0263096491 13.0251670678 15.3674873511
35184372088891 239 (1, 238) 5.03945231438 0 60.9074730078 62.065813303 16.3385020097 14.3755733967 14.4727370739 14.4482140541 14.245759964
35184372088891 241 (1, 120) 5.07902471224 0 62.5371633371 52.6943596999 9.56382536888 8.32197769483 8.59486325582 10.2760533492 16.7347193559
35184372088891 243 (2, 81) 37.4547162851 22.8361543814 68.4038876692 18.3228729566 4.65959239006 3.82518339157 4.15101607641 6.26369913419 8.20140631994
35184372088891 251 (1, 125) 5.64407038689 0 72.2370403608 36.0392296314 11.0563337008 10.033633709 9.97135003408 11.6056114038 16.9959675471
35184372088907 5 (2, 4) 0.0485627651215 0.0254414081573 0.0251013437907 0.00134936968486 0.00131233533223 0.00105969111125 0.00132997830709 0.00132369995117 0.00099261601766
35184372088907 7 (2, 2) 0.06676030159 0.0478339195251 0.0427776177724 0.00151141484578 0.00151443481445 0.00135326385498 0.00181865692139 0.00214099884033 0.0013960202535
35184372088907 9 (1, 6) 0.00536505381266 0 0.0502134164174 0.00176000595093 0.004390001297 0.00346000989278 0.00487701098124 0.00482368469238 0.00323597590129
35184372088907 11 (1, 10) 0.00613371531169 0 0.0779803593953 0.00279299418132 0.009712378184 0.00780232747396 0.00971595446269 0.00969664255778 0.00736967722575
35184372088907 13 (1, 12) 0.00846529006958 0 0.0961580276489 0.00442639986674 0.0132153828939 0.0102985699972 0.0131773153941 0.0131276448568 0.0104290644328
35184372088907 17 (3, 16) 0.251254638036 0 0.139942010244 0.0085674126943 0.024246374766 0.0189092954 0.0239290396372 0.0239733060201 0.0200044314067
35184372088907 19 (10, 9) 4.20314272245 0 0.228598356247 0.00750064849854 0.0184863408407 0.0157066980998 0.0192726453145 0.0226159890493 0.0178176561991
35184372088907 23 (2, 11) 0.245907068253 0.195627609889 0.26762398084 0.0108783245087 0.0268363157908 0.0228826999664 0.0278829733531 0.0331216653188 0.0245492458344
35184372088907 25 (4, 4) 0.95610332489 0 0.322265704473 0.00776561101278 0.0109543005625 0.0099192460378 0.0136120319366 0.024131377538 0.0180853207906
35184372088907 27 (2, 18) 0.403346697489 0.23100233078 0.403412421544 0.0261832873027 0.0455138683319 0.0377040704091 0.0466377735138 0.0511856079102 0.0440016587575
35184372088907 29 (1, 14) 0.0357337792714 0 0.438708702723 0.0204033056895 0.0449056625366 0.0383795897166 0.0475206375122 0.0554587046305 0.0385897159576
