# ./benchmark.sh 20 2**15 2**15+2**8 5 2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**15,2**15+2**8], nbound=[5,2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/20.dat')"
32771 5 (2, 1) 0.173320213954 0.0119194189707 0.0219020048777 0.000683705012004 0.00010871887207 8.46385955811e-05 8.34465026855e-05 0 0
32771 7 (6, 3) 0.0545506477356 0 0.0177601178487 0.00113995869954 0.000613768895467 0.000571330388387 0.000603040059408 0.000611623128255 0.000603675842285
32771 9 (2, 6) 0.0387876828512 0.0150829950968 0.0182594458262 0.001273949941 0.00129572550456 0.00121037165324 0.001349290212 0.00132234891256 0.00116030375163
32771 11 (2, 10) 0.0400936603546 0.0163776874542 0.0221769809723 0.00166932741801 0.00282343228658 0.00274276733398 0.00276398658752 0.00273593266805 0.00250458717346
32771 13 (2, 12) 0.0532496770223 0.0187416871389 0.0257019996643 0.00224773089091 0.00376764933268 0.00356841087341 0.00363755226135 0.00360004107157 0.00365670522054
32771 17 (3, 16) 0.0806152820587 0 0.0364710489909 0.00374841690063 0.00656962394714 0.00622232755025 0.00639931360881 0.00626444816589 0.00678197542826
32771 19 (10, 18) 0.675128698349 0 0.0412364006042 0.00513124465942 0.00817966461182 0.0079570611318 0.00776298840841 0.00770298639933 0.00851964950562
32771 23 (1, 22) 0.005202293396 0 0.0594096978505 0.00797200202942 0.0123351414998 0.0124328136444 0.011655330658 0.0115509827932 0.0118323167165
32771 25 (2, 5) 0.0700782934825 0.0382386843363 0.0580916404724 0.00363405545553 0.0053866704305 0.00541838010152 0.00554037094116 0.00708643595378 0.0092233022054
32771 27 (2, 18) 0.0881727536519 0.0593819618225 0.0735363165538 0.00927964846293 0.0117666721344 0.0123207569122 0.0114268461863 0.011964003245 0.0149166584015
32771 29 (1, 1) 0.0068134466807 0 0.0857106049856 0.00118533770243 0.00081992149353 0.00138401985168 0.00137464205424 0 0
32771 31 (2, 5) 0.0883436997732 0.052450021108 0.0836856365204 0.00541035334269 0.00574533144633 0.00598462422689 0.00572935740153 0.00812172889709 0.013192653656
32771 37 (1, 3) 0.00984303156535 0 0.111805041631 0.00559894243876 0.00450261433919 0.0047713915507 0.00462992986043 0.00862868626912 0.0170489152273
32771 41 (1, 40) 0.0112889607747 0 0.14652299881 0.038411060969 0.0423273245494 0.0407763322194 0.0383309523265 0.0381922721863 0.0369712511698
32771 43 (4, 42) 0.527383009593 0 0.171544472377 0.0582369963328 0.0498274167379 0.0499766667684 0.0448529720306 0.044730981191 0.058957974116
32771 47 (6, 23) 1.78639292717 0 0.169173081716 0.0393113295237 0.0369973977407 0.0383836428324 0.033657391866 0.037075360616 0.057043949763
32771 49 (3, 21) 0.373934030533 0 0.184580405553 0.0338308811188 0.0291706720988 0.0295792420705 0.0277263323466 0.0320253372192 0.0543807347616
