# ./benchmark.sh 20 2**30 2**30+2**8 2**10 2**10+2**5 2 1
# model name	: Intel(R) Xeon(R) CPU E5-4650 v2 @ 2.40GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**30,2**30+2**8], nbound=[2**10,2**10+2**5], prime=2, loops=1, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/20.dat', )"
1073741827 1031 (1, 515) 96.0492289066 0 906.592530012 1702.79393291 249.341027021 188.277704 150.624860048 172.111382961 397.702221155
1073741827 1033 (2, 129) 778.614071131 271.686882973 796.738909006 774.125902176 73.4713439941 41.9598708153 34.7255141735 76.8301370144 417.806365013
1073741827 1039 (1, 519) 72.2581620216 0 844.960242033 3137.51057601 256.720579863 205.613760948 156.940253019 181.89770484 535.452583075
1073741827 1049 (1, 524) 74.3160488605 0 834.170902967 1800.71779203 252.381808043 195.980345964 157.069010973 179.14252305 362.121877909
1073741827 1051 (3, 525) 1795.93991899 0 913.503809214 3273.23653913 259.324140787 209.733242035 159.850941181 184.800719023 550.959342003
1073741831 1031 (1, 103) 71.5045619011 0 841.616195202 349.525140047 66.4847311974 37.1198079586 29.652687788 70.8082869053 285.331492901
1073741831 1033 (4, 129) 3269.89000893 0 917.586258888 782.793979168 74.2672011852 42.5503828526 35.5228230953 79.179074049 418.513982058
1073741831 1039 (4, 173) 3306.84509706 0 889.073087931 1054.84584212 103.28341198 67.2613809109 51.7689039707 94.142660141 445.425306082
1073741831 1049 (2, 524) 797.305737972 573.180459023 1005.15618491 1801.5537231 251.876377106 194.997056961 157.101578951 179.523199797 435.724602938
1073741831 1051 (3, 525) 1797.77113795 0 918.204023838 3261.75794888 261.349869967 210.076703072 160.528023005 186.813016176 550.784142017
1073741833 1031 (1, 515) 72.0552649498 0 844.650590897 1687.73617697 248.118343115 186.960294008 149.291071177 171.228328943 395.684482098
1073741833 1033 (2, 344) 780.038946152 416.015403986 868.611394167 2052.69939017 167.357684851 114.262520075 96.1589510441 128.315870047 469.927199841
1073741833 1039 (1, 519) 72.841219902 0 961.378813028 3153.47045302 257.735576153 206.962735176 158.278002977 182.97580409 535.893306017
