# ./benchmark.sh 22 2**50 2**50+2**8 2**10 2**10+2**5 2 1
# model name	: Intel(R) Xeon(R) CPU E5-4650 v2 @ 2.40GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**50,2**50+2**8], nbound=[2**10,2**10+2**5], prime=2, loops=1, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/22.dat', )"
1125899906842679 1031 (1, 1030) 245.901257038 0 2473.15882993 18883.496496 711.104422092 500.728886127 504.419181108 502.589863062 853.786530972
1125899906842679 1033 (2, 86) 1428.04027987 1021.41489816 2431.13837504 3001.22718215 89.073786974 50.2723140717 49.9166419506 182.451269865 712.387501955
1125899906842679 1039 (2, 1038) 1433.06013012 1456.20454288 2470.62613702 37464.5483871 731.573629141 552.095999956 530.775651932 533.340354919 1081.76289916
1125899906842679 1049 (2, 1048) 1468.12200689 841.553374052 2739.79658103 20201.295501 713.312684059 512.169478893 516.025017977 515.10530591 868.630512953
1125899906842679 1051 (4, 1050) 6718.89794683 0 2577.03300405 39084.2814648 744.022323132 566.693388939 544.020358086 544.452888966 1112.53571486
1125899906842723 1031 (2, 1030) 1411.52495599 1024.01532984 2436.39598799 18882.7623341 700.683433056 492.545371056 495.016057968 494.054116964 829.601955891
1125899906842723 1033 (1, 1032) 209.48319006 0 2757.94896603 36603.741967 678.723939896 467.406946182 494.91982007 494.591930151 1024.24169517
1125899906842723 1039 (2, 519) 1438.39136505 1143.73671007 3001.31071901 18543.7619948 456.433468819 361.82842207 327.012778044 398.967671156 955.888870001
1125899906842723 1049 (2, 1048) 1460.83349705 1059.94009805 2760.79448509 20208.4524901 713.01355505 512.706984043 514.782695055 513.339338064 867.620861053
1125899906842723 1051 (4, 525) 6724.21113586 0 2465.05404997 19331.9015641 459.89726615 367.858954906 331.020798922 405.811184168 979.865865946
1125899906842769 1031 (1, 1030) 211.421392918 0 2691.41441298 18856.990454 702.513702154 499.038088799 500.527804136 499.50356102 804.379723072
1125899906842769 1033 (1, 1032) 211.21004796 0 2364.63015795 36569.6339591 674.752044916 466.527487993 491.425569057 491.185224056 1024.38853812
1125899906842769 1039 (4, 1038) 6540.81893396 0 2404.24999881 37549.930279 734.123842955 554.469548941 528.348707914 527.666906118 1086.84876013
1125899906842769 1049 (2, 1048) 1475.22258902 1065.24006605 2640.47027302 20327.429096 707.581111193 510.599514008 510.354942083 508.875964165 856.925971985
1125899906842769 1051 (2, 525) 1474.04886794 849.095570803 2443.82768583 19345.6418998 453.722553968 362.757279158 324.933941126 397.530962944 974.298601866
