# ./benchmark.sh 13 2**30 2**30+2**8 2**8 2**9+2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-4650 v2 @ 2.40GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**30,2**30+2**8], nbound=[2**8,2**9+2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/13.dat', )"
1073741827 257 (2, 128) 49.34603103 23.2871943315 30.3822040558 17.5713388125 6.00610367457 5.18113040924 5.00954635938 5.85522301992 12.09770902
1073741827 263 (6, 131) 405.791864038 0 34.8038594723 19.5785073439 6.81697694461 6.29470658302 5.74566896756 6.62080629667 13.6379484336
1073741827 269 (8, 4) 834.765538931 0 35.2432063421 1.05593307813 0.360038280487 0.269546906153 0.313341299693 2.16594664256 9.79060872396
1073741827 271 (6, 10) 408.477782607 0 35.8624383609 2.02005004883 0.664574305216 0.51910161972 0.522058645884 2.36187036832 10.2962507407
1073741827 277 (1, 69) 3.11143803596 0 41.5551973184 11.6463069916 3.86629764239 3.3330616951 3.12774864833 4.65095829964 12.9583066305
1073741827 281 (2, 280) 33.8277546565 13.5927583377 38.1494416396 31.2334796588 13.0949153105 11.1625213623 10.7415205638 10.7374103069 16.0729983648
1073741827 283 (6, 47) 454.688457131 0 40.1452087561 8.57701730728 2.79333472252 2.3761159579 2.15747364362 3.91949057579 12.748439312
1073741827 289 (12, 34) 2140.16298389 0 42.0466022491 6.56921609243 1.73931471507 1.32602397601 1.31157739957 3.24760770798 12.4913926125
1073741827 293 (1, 73) 3.53939795494 0 41.579539299 8.64571237564 4.48189663887 3.77232543627 3.5670200189 5.16571799914 9.67362165451
1073741827 307 (1, 306) 3.9211183389 0 45.814839681 68.3697240353 16.6327697436 14.9508203665 13.6195119222 13.6229484081 24.4449667136
1073741827 311 (2, 155) 43.1764345964 19.1636529764 49.2462415695 35.8734405835 10.7933635712 10.4183369478 8.88864763578 10.2040290038 21.4354757468
1073741827 313 (1, 156) 4.1135699749 0 52.575100104 36.2436540127 10.9278136094 10.2817869981 9.00008702278 10.3367406527 21.8224154313
1073741827 317 (26, 158) 14466.481874 0 52.874710083 39.1299140453 11.5994347731 11.2199583054 9.61850333214 10.9910346667 23.0172683398
1073741827 331 (1, 15) 4.75824069977 0 56.671751976 4.65766040484 1.31341290474 0.92370168368 0.864450931549 3.79710992177 16.9963680903
1073741827 337 (10, 112) 2030.75721884 0 57.4001656373 31.674428304 8.4494553407 7.23009729385 6.64156031609 8.77864209811 22.6613043944
1073741827 343 (4, 147) 273.916965405 0 58.0737860203 43.4623170694 9.74498438835 9.3305730025 8.11122767131 10.0073512395 24.4109729926
1073741827 347 (1, 346) 5.22431397438 0 66.1699930827 106.434487581 23.574536403 21.7840963205 19.0972733498 19.0724723339 34.002346913
1073741827 349 (5, 87) 477.23983252 0 64.7864509424 27.0460352898 7.38148037593 6.5259449482 5.7439400355 8.35811034838 23.864912351
1073741827 353 (14, 88) 4868.50477004 0 69.1009550095 28.3765546481 7.22731773059 6.00390164057 5.51039036115 8.19558326403 24.5495866934
1073741827 359 (1, 179) 5.723930041 0 68.9322126706 36.0769260724 15.5960436662 14.9347057343 12.7760546207 14.471702973 24.6614139875
1073741827 361 (18, 342) 8171.27859807 0 74.4561357498 115.289912701 23.7213781675 23.4355144501 20.516611735 20.6895706654 37.6798553467
1073741827 367 (3, 183) 166.801528295 0 74.5931690534 67.0678786437 17.2261939843 16.8677077293 13.8942279021 15.8851923148 33.7082187335
1073741827 373 (1, 372) 6.14705928167 0 69.5342547099 140.425915321 28.253918012 26.2431929111 22.6857406298 22.6725980441 41.2451223532
1073741827 379 (12, 126) 4058.15789104 0 79.8116667271 48.8144730727 12.2655886809 11.4008277257 9.51529971759 12.4056463242 32.488190333
1073741827 383 (12, 382) 4261.89729309 0 83.475763003 158.477557023 31.6660559972 31.37505126 25.4392972787 25.4162687461 46.2646898429
1073741827 389 (4, 194) 376.5661304 0 84.6387526194 80.6383759975 18.2499388854 16.127364556 14.3547032674 16.6154181163 37.9325699806
1073741827 397 (6, 99) 1011.02620387 0 82.7636350791 43.7850690683 10.1410233974 8.36043270429 7.42726238569 10.9840922356 33.1787289778
1073741827 401 (4, 400) 399.545405984 0 90.709422191 179.213727951 32.4925279617 27.0289026896 25.2842499415 25.2710746924 47.860279719
1073741827 409 (1, 17) 7.78603895505 0 107.343819221 9.1037419637 2.35429000854 1.58487431208 1.45532131195 6.31801899274 30.1731900374
1073741827 419 (2, 209) 86.1787273884 34.8416636785 101.949223995 64.4869539738 22.4055209955 20.290803353 17.5291031202 19.96266675 30.7736260096
1073741827 421 (1, 42) 8.33071168264 0 96.2374406656 22.3373350302 5.09228833516 3.79980691274 3.31488370895 8.17189566294 34.1861346563
1073741827 431 (1, 215) 8.62443892161 0 114.822499355 77.5503782431 24.8722486496 23.7731277148 19.4612949689 22.064462026 36.6605577469
1073741827 433 (4, 216) 470.983368516 0 128.179458539 119.801510731 24.396147728 22.1226786772 18.7628002961 21.7370779514 49.9966300329
1073741827 439 (5, 438) 864.978967905 0 106.027799606 254.545562585 42.5772910118 40.4703319073 33.1600413322 33.1493333181 62.3060022195
1073741827 443 (2, 442) 99.4288844268 39.6387317181 106.137773275 158.50894173 43.4337630272 39.7310885588 33.3906256358 33.3657529354 47.1358247598
1073741827 449 (8, 64) 2219.299263 0 115.14770937 38.6982946396 8.32235741615 6.0186009407 5.44598428408 10.8415596485 42.6811168989
1073741827 457 (15, 228) 9095.79188991 0 122.608617624 143.586606979 27.8419219653 24.853517135 20.9680342674 24.3366770744 57.2526406447
1073741827 461 (2, 460) 109.143423001 44.9166306655 130.28814292 296.181807359 46.1099369526 41.6525789102 35.0358706315 34.9127907753 67.8697766463
1073741827 463 (12, 154) 6155.87292099 0 123.462807576 100.916365306 20.3260193666 18.3121973674 14.936822017 19.535881122 53.8465969563
1073741827 467 (2, 233) 111.932299058 54.9881505966 122.798731645 157.250349363 29.5154194037 27.8039916356 22.4393696785 25.972432375 60.6301120122
1073741827 479 (8, 239) 2511.92986894 0 150.331265052 175.676723242 33.9524459839 33.4336886406 25.7544559638 29.5210034053 67.1965490182
1073741827 487 (2, 486) 125.165113608 64.411966006 140.917554935 368.503144026 55.2209907373 51.8924539884 41.7377827168 41.663853089 81.0344642798
1073741827 491 (1, 245) 11.7531752586 0 141.046418031 110.607092937 34.6651074092 32.3915773233 26.1576036612 29.7157753309 57.7132674058
1073741827 499 (1, 498) 12.1889336904 0 144.068081617 404.299688101 57.4064556758 53.9695997238 43.3803453445 43.3104097048 85.6586796443
1073741827 503 (2, 502) 138.306214253 57.4035352866 151.325165908 414.215309024 59.9222033024 58.7486933867 45.2744149367 45.1944345633 88.5250356992
1073741827 509 (2, 508) 139.853569031 75.1515657107 148.804240227 259.67752862 60.9096740882 56.0642002424 45.0702506701 44.9440069993 72.0369143486
1073741827 521 (32, 13) 59447.918834 0 184.67206645 13.9978706837 3.07362834613 1.70447357496 1.63071497281 10.4587714672 60.1845579942
1073741827 523 (10, 522) 5575.49440408 0 165.255489985 500.956342936 65.8635420799 53.4838190079 48.1815033754 48.2028404077 99.0119446119
1073741827 529 (11, 253) 6872.14658618 0 172.104480664 237.974247615 35.8533605735 31.3831472397 27.9120136102 32.9892350833 85.5946500301
1073741827 541 (18, 54) 20210.360348 0 185.629730384 55.6730773449 10.3237583637 7.53325661023 6.30954360962 15.1492582162 71.7975833416
1073741827 547 (10, 13) 5952.41261888 0 190.102516333 15.9017716249 3.47194536527 1.90956997871 1.7540983359 11.5522720019 68.6566377481
1073741827 557 (3, 139) 437.971968055 0 211.883337657 150.652510722 24.7956227461 20.0717720191 16.9445023537 24.9375913938 85.9196826617
1073741827 563 (7, 562) 2639.63511705 0 197.162916899 629.881772995 81.7043877443 70.0555260181 60.0329950651 59.9452646573 121.691777627
1073741827 569 (12, 568) 9038.94221401 0 210.920193354 655.937855005 82.0183363756 70.6611475945 60.2039399942 60.043321689 123.829672734
1073741827 571 (10, 57) 6465.03150201 0 218.677297115 67.6818424066 12.3581826687 8.9322663943 7.24665673574 17.3786916733 82.8385016918
1073741827 577 (4, 576) 958.008970022 0 212.042284012 691.643450975 79.8209578991 61.2336709499 57.2630993525 57.1888097127 123.443857988
1073741827 587 (7, 293) 3246.43707705 0 211.510250409 367.174574852 55.5416103204 49.6793123881 40.1392319997 46.4121062756 116.683965921
1073741827 593 (1, 148) 18.8720276356 0 222.852514426 112.726301114 29.4311074416 22.2510720094 19.5064860185 28.3943472703 75.3768513997
1073741827 599 (2, 598) 205.023607572 103.107548952 239.822402954 796.988730192 93.5699114005 83.4826200803 67.2752733231 67.1904803117 140.235975742
1073741827 601 (6, 600) 2234.09131384 0 235.148576021 798.286480188 96.5559857686 82.9602370262 70.3707515399 70.2224910259 144.111096303
1073741827 607 (3, 606) 536.669592023 0 233.282899618 834.462034941 102.616755327 93.3424352805 74.01678737 73.8468717734 149.87112395
1073741827 613 (10, 306) 7389.19357014 0 255.412164609 432.832347989 61.2765120665 53.5460412502 44.1322774092 50.9763120015 129.020557721
1073741827 617 (8, 616) 4864.19460893 0 284.155920664 887.291002989 100.51527969 84.9579102993 72.6145686309 72.3790582021 151.164951642
