model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
SageMath version 7.4, Release Date: 2016-10-18
8afd80bc6921e4223fb761fec93f3f7e4d61f8a6
import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**60,2**60+2**10], nbound=[3,2**8], prime=2, loops=10, verbose=True, write=True, fname=os.getcwd()+'/08.dat')
1152921504606847009 3 (1, 1) 0.0064 0 0.022 0.0004 0.0 0.0004 0 0
1152921504606847009 5 (2, 2) 0.06 0.0432 0.0676 0.0012 0.0008 0.0008 0.0012 0.0012
1152921504606847009 7 (1, 2) 0.004 0 0.0532 0.0012 0.002 0.0016 0.0024 0.0016
1152921504606847009 9 (2, 3) 0.0808 0.0668 0.0784 0.0016 0.0036 0.0032 0.0048 0.0032
1152921504606847009 11 (2, 1) 0.0948 0.0772 0.1008 0.0008 0.0008 0.0012 0 0
1152921504606847009 13 (1, 4) 0.012 0 0.13 0.0028 0.0072 0.006 0.0084 0.0068
1152921504606847009 17 (1, 8) 0.022 0 0.2504 0.0056 0.02 0.0168 0.0216 0.0188
1152921504606847009 19 (1, 18) 0.026 0 0.3212 0.0152 0.0492 0.038 0.0492 0.0396
1152921504606847009 23 (1, 22) 0.036 0 0.4816 0.026 0.076 0.0596 0.0764 0.0572
1152921504606847009 25 (1, 10) 0.0468 0 0.5408 0.014 0.0328 0.0256 0.0372 0.0344
1152921504606847009 27 (1, 9) 0.072 0 0.634 0.0156 0.0328 0.0256 0.038 0.038
1152921504606847009 29 (2, 7) 0.422 0.3588 0.766 0.0152 0.032 0.0268 0.0448 0.0392
1152921504606847009 31 (2, 30) 0.4688 0.4428 1.0012 0.0856 0.1596 0.124 0.1584 0.138
1152921504606847009 37 (4, 4) 3.4568 0 1.4096 0.0196 0.026 0.0228 0.034 0.0616
1152921504606847009 41 (2, 40) 0.8496 0.6888 1.6464 0.1352 0.3232 0.2572 0.3212 0.266
1152921504606847009 43 (2, 3) 0.952 0.7208 2.2412 0.0284 0.0372 0.0432 0.0708 0.1616
1152921504606847009 47 (6, 23) 32.7968 0 2.8104 0.1768 0.2444 0.206 0.348 0.406
1152921504606847009 49 (4, 14) 9.546 0 3.884 0.1236 0.158 0.114 0.2072 0.284
1152921504606847009 53 (1, 13) 0.2924 0 4.2912 0.1224 0.2336 0.1596 0.2636 0.3076
1152921504606847009 59 (12, 58) 238.4008 0 3.9468 0.6548 0.7668 0.608 0.7532 0.7368
1152921504606847009 61 (1, 5) 0.348 0 4.3368 0.0712 0.0692 0.0612 0.0908 0.268
1152921504606847009 67 (1, 33) 0.4484 0 5.5864 0.464 0.606 0.5196 0.608 0.7508
1152921504606847009 71 (4, 70) 24.5108 0 6.5044 1.252 1.2872 1.1092 1.33 1.466
1152921504606847009 73 (4, 12) 26.234 0 7.3136 0.2172 0.1988 0.1624 0.2208 0.532
1152921504606847009 79 (1, 39) 0.6664 0 8.4492 0.886 0.9528 0.8156 0.9616 1.2492
1152921504606847009 81 (1, 27) 1.1232 0 9.2596 0.5652 0.4468 0.3424 0.4684 0.8408
1152921504606847009 83 (1, 82) 0.7716 0 9.04 1.3936 1.756 1.394 1.712 1.6904
1152921504606847009 89 (2, 88) 5.2104 4.1904 10.5444 1.7448 2.134 1.6788 2.058 1.854
1152921504606847009 97 (2, 32) 6.4508 4.9536 13.7152 1.1428 1.4944 0.988 1.3112 2.7132
1152921504606847009 101 (6, 25) 171.1944 0 21.4524 1.2688 1.2524 0.7104 0.9232 1.9132
1152921504606847009 103 (6, 17) 158.8352 0 22.0088 0.7492 0.5264 0.4436 0.6292 1.4892
1152921504606847009 107 (1, 53) 1.3732 0 17.3684 2.5816 1.912 1.6204 1.8916 2.636
1152921504606847009 109 (10, 27) 631.81 0 19.2696 1.3704 0.9928 0.7712 0.952 1.9828
1152921504606847009 113 (2, 7) 9.12 7.8504 21.6752 0.2944 0.3644 0.266 0.346 1.818
1152921504606847009 121 (6, 1) 260.4976 0 38.4116 0.0559999999998 0.0504000000001 0.112 0 0
1152921504606847009 125 (2, 50) 11.886 9.1524 25.1232 2.124 1.8756 1.516 1.8636 2.4264
1152921504606847009 127 (4, 63) 97.8096 0 40.3512 5.028 3.0128 2.5712 2.9776 4.5388
1152921504606847009 131 (2, 10) 19.9716 10.5224 29.7412 0.4936 0.4164 0.3528 0.5012 1.9488
1152921504606847009 137 (6, 136) 324.1096 0 33.472 12.8712 6.0284 4.8104 5.9348 6.8708
1152921504606847009 139 (1, 23) 2.5952 0 34.7824 2.2396 1.1236 0.912 1.1368 3.8548
1152921504606847009 149 (1, 148) 3.1116 0 41.2476 18.0848 7.3404 5.786 7.1464 8.9
1152921504606847009 151 (2, 75) 28.224 14.8036 42.3552 9.3084 4.4812 3.8652 4.4192 7.0228
1152921504606847009 157 (5, 39) 295.6684 0 44.3572 5.2572 2.3988 2.0 2.4 6.02
1152921504606847009 163 (2, 27) 33.3804 19.9588 52.1528 4.01 1.6408 1.3192 1.6336 5.744
1152921504606847009 167 (7, 83) 687.5168 0 53.056 13.4976 5.8296 4.9704 5.7604 9.0648
1152921504606847009 169 (4, 52) 236.4316 0 54.73 8.3572 2.9444 2.2888 2.8468 7.0136
1152921504606847009 173 (1, 86) 4.5284 0 58.7112 9.3488 6.3352 5.3628 6.2848 8.9208
1152921504606847009 179 (2, 178) 42.2036 21.3512 65.6804 24.7672 16.3352 12.1052 14.9212 14.7808
1152921504606847009 181 (3, 45) 114.3028 0 73.3332 8.932 3.2732 2.6768 3.2208 8.5176
