# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.4, Release Date: 2016-10-18
# 8afd80bc6921e4223fb761fec93f3f7e4d61f8a6
# import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**30,2**30+2**10], nbound=[3,2**8], prime=2, loops=10, verbose=True, write=True, fname=os.getcwd()+'/05.dat')
1073741833 25 (4, 20) 0.624400000001 0 0.1864 0.0139999999985 0.0256000000023 0.0236000000004 0.0260000000009 0.0263999999996
1073741833 27 (10, 1) 5.89 0 0.227600000001 0.00199999999895 0.00160000000033 0.00280000000203 0 0
1073741833 29 (1, 14) 0.0203999999998 0 0.235199999998 0.0119999999995 0.0260000000009 0.0239999999991 0.0263999999996 0.0275999999983
1073741833 31 (5, 15) 1.6716 0 0.305599999998 0.019200000001 0.0304000000033 0.0288 0.030799999999 0.0375999999989
1073741833 37 (2, 36) 0.340399999998 0.195600000001 0.354000000001 0.0571999999986 0.0828000000009 0.0728000000003 0.0788 0.0847999999998
1073741833 41 (1, 20) 0.0376000000018 0 0.4856 0.0328000000009 0.0592000000004 0.0543999999994 0.0583999999973 0.0712
1073741833 43 (2, 21) 0.4704 0.2484 0.5228 0.0487999999983 0.067200000002 0.0631999999983 0.066399999999 0.0896000000008
1073741833 47 (6, 46) 6.3728 0 0.667199999999 0.134 0.151999999999 0.137600000002 0.144399999999 0.165600000002
1073741833 49 (4, 6) 2.7788 0 0.681200000001 0.0215999999986 0.0444000000018 0.0435999999987 0.0467999999993 0.0988000000012
1073741833 53 (2, 13) 0.697999999998 0.344 0.799600000001 0.0380000000005 0.0523999999976 0.048000000001 0.0535999999993 0.0775999999983
1073741833 59 (6, 29) 11.072 0 1.1288 0.131200000001 0.149599999998 0.142400000003 0.144399999999 0.2136
1073741833 61 (2, 20) 0.981200000001 0.474400000001 1.1072 0.101999999999 0.111600000004 0.104399999999 0.1092 0.196399999998
1073741833 67 (4, 66) 5.694 0 1.5168 0.359599999999 0.3704 0.3296 0.348000000001 0.4264
1073741833 71 (1, 35) 0.128799999997 0 1.5452 0.229200000002 0.243599999999 0.229999999999 0.234400000001 0.370800000001
1073741833 73 (1, 24) 0.133200000002 0 1.7056 0.162 0.164800000002 0.15 0.1584 0.3228
1073741833 79 (1, 26) 0.1592 0 2.0468 0.2212 0.207199999999 0.1948 0.197600000002 0.414399999997
1073741833 81 (1, 1) 0.174000000005 0 2.222 0.0148000000016 0.00759999999718 0.0152000000002 0 0
1073741833 83 (2, 41) 1.9424 0.946799999999 2.236 0.2696 0.346799999999 0.326000000001 0.3304 0.388800000001
1073741833 89 (2, 22) 2.2756 1.044 2.658 0.176400000002 0.201999999999 0.1856 0.196000000002 0.369199999998
1073741833 97 (2, 32) 2.7712 1.2528 3.4864 0.411199999999 0.328399999999 0.2932 0.3092 0.711599999998
1073741833 101 (2, 100) 3.0124 1.32560000001 4.3452 1.3792 1.0032 0.8908 0.916800000001 1.2368
1073741833 103 (3, 2) 7.94639999999 0 4.0196 0.0695999999996 0.0388000000006 0.0364000000031 0.0491999999998 0.566
1073741833 107 (2, 106) 3.4752 1.6344 4.6116 1.7052 1.1552 1.0432 1.054 1.432
1073741833 109 (2, 36) 3.624 1.8124 6.456 0.621599999996 0.459600000002 0.423999999999 0.426799999998 0.965600000002
1073741833 113 (1, 56) 0.384399999998 0 13.1416 0.686800000002 0.817999999999 0.7592 0.761999999997 1.088
1073741833 121 (2, 22) 5.2236 2.4904 5.5624 0.5052 0.283200000002 0.267600000001 0.271599999999 1.042
1073741833 125 (2, 100) 4.8812 2.2532 6.3736 1.5892 1.444 1.4648 1.3796 1.8372
1073741833 127 (2, 63) 5.2524 2.3196 7.8136 1.648 1.1496 1.1052 1.062 1.9172
1073741833 131 (1, 26) 0.520000000001 0 8.2448 0.472400000002 0.4356 0.395999999999 0.398800000001 1.0512
1073741833 137 (1, 136) 0.579999999999 0 22.0364 3.8648 2.1996 1.9604 1.9756 2.8988
1073741833 139 (1, 69) 0.5992 0 20.4284 2.0884 1.3868 1.2984 1.2696 2.4396
1073741833 149 (8, 74) 197.5584 0 23.868 2.624 1.6252 1.51 1.59479999999 2.9144
1073741833 151 (2, 75) 7.6164 3.2024 10.9528 2.7928 1.6904 1.5948 1.5316 3.0356
1073741833 157 (10, 52) 380.4444 0 31.8148 2.1752 1.2152 1.112 1.0892 2.9104
1073741833 163 (4, 81) 47.4168 0 12.112 3.5968 2.0344 1.8732 1.8208 3.6716
1073741833 167 (7, 166) 191.01 0 36.7412 7.9216 3.7652 3.4512 3.3564 5.0452
1073741833 169 (4, 52) 51.3408 0 15.6644 2.4608 1.1388 1.0412 1.0352 3.196
1073741833 173 (2, 86) 10.2656 4.8316 13.0352 2.8628 2.3524 2.2116 2.1104 2.986
1073741833 179 (2, 178) 11.3072 5.6904 15.5476 6.6208 4.3972 4.0356 3.8928 4.6748
1073741833 181 (3, 180) 30.2624 0 28.6992 10.4268 4.5028 4.2056 3.9552 6.1092
1073741833 191 (1, 190) 1.2812 0 19.0984 8.752 5.5284 5.2476 4.9092 6.2684
1073741833 193 (5, 48) 120.2616 0 20.874 3.2196 1.464 1.2112 1.2284 4.5564
1073741833 197 (18, 196) 2224.8848 0 19.9924 13.7076 5.4036 4.796 4.666 7.4104
1073741833 199 (4, 198) 75.1748 0 18.9464 14.4256 5.8672 5.3348 5.106 7.958
1073741833 211 (1, 21) 1.6368 0 29.4296 1.9376 0.811200000002 0.688 0.6636 5.0024
1073741833 223 (2, 111) 19.4132 9.2008 33.0088 11.1212 4.6264 4.356 3.9956 8.5836
1073741833 227 (6, 113) 268.196 0 68.1604 11.418 4.6396 4.216 3.98 8.9264
1073741833 229 (6, 76) 278.4824 0 82.024 7.9572 3.1604 2.7556 2.664 7.9248
1073741833 233 (1, 232) 2.0316 0 28.9244 15.6288 8.0684 7.3164 6.8764 6.8036
1073741833 239 (1, 238) 2.2012 0 32.6712 18.1244 9.4108 8.8584 8.1052 11.1156
1073741833 241 (6, 80) 325.55 0 77.6828 9.6096 3.5968 3.1016 2.9904 9.1248
1073741833 243 (1, 3) 2.272 0 77.4756 0.502799999999 0.230400000003 0.181599999999 0.218400000001 4.4764
1073741833 251 (1, 250) 2.4388 0 33.7524 21.1668 10.2712 9.6324 8.7348 9.7736
1073741839 3 (1, 1) 0.00159999999742 0 0 0.000400000001537 0.0 0.000399999998626 0 0
1073741839 5 (1, 2) 0.0012000000017 0 0.0251999999979 0.000800000000163 0.000800000000163 0.000399999998626 0.000800000000163 0.000400000001537
1073741839 7 (4, 3) 0.0847999999998 0 0.0304000000004 0.000800000000163 0.00160000000033 0.00119999999879 0.00160000000033 0.0012000000017
1073741839 9 (1, 3) 0.00479999999807 0 0.0392000000022 0.0012000000017 0.00199999999895 0.0012000000017 0.00240000000049 0.00199999999895
1073741839 11 (1, 5) 0.00439999999944 0 0.0395999999979 0.00160000000033 0.00400000000081 0.00319999999774 0.00439999999944 0.00320000000065
1073741839 13 (1, 1) 0.0135999999999 0 0.047199999998 0.000400000001537 0.000800000000163 0.000800000000163 0 0
1073741839 17 (6, 16) 0.654799999992 0 0.0968000000023 0.00559999999823 0.0152000000002 0.0132000000012 0.0152000000002 0.0135999999999
1073741839 19 (5, 3) 0.563999999998 0 0.115600000002 0.00319999999774 0.00439999999944 0.00480000000098 0.00559999999823 0.00720000000147
1073741839 23 (1, 11) 0.0123999999982 0 0.146800000002 0.00639999999839 0.0168000000005 0.0155999999988 0.0168000000005 0.0175999999978
1073741839 25 (2, 10) 0.203200000001 0.110799999998 0.1628 0.00799999999872 0.0148000000016 0.0135999999999 0.0160000000003 0.0191999999981
1073741839 27 (1, 9) 0.0180000000022 0 0.197999999998 0.00799999999872 0.0144 0.0131999999983 0.0152000000002 0.0200000000012
1073741839 29 (2, 28) 0.215599999996 0.138800000001 0.226400000002 0.0244000000006 0.0475999999995 0.0420000000013 0.0467999999993 0.0432000000001
1073741839 31 (10, 5) 7.9848 0 0.270799999998 0.00840000000317 0.0132000000012 0.0127999999997 0.0144 0.0247999999992
1073741839 37 (4, 3) 1.4996 0 0.364000000001 0.00879999999888 0.0100000000006 0.00879999999888 0.0116000000009 0.0323999999993
1073741839 41 (2, 8) 0.414000000001 0.232000000001 0.454799999998 0.0152000000002 0.0256000000023 0.0243999999977 0.0268000000011 0.040400000001
1073741839 43 (4, 42) 2.0616 0 0.522799999997 0.0944000000018 0.124399999998 0.109600000002 0.118400000001 0.1288
1073741839 47 (2, 23) 0.552799999996 0.294000000003 0.6076 0.0695999999996 0.0883999999991 0.0832000000024 0.0871999999974 0.1204
1073741839 49 (1, 21) 0.054800000001 0 0.665999999997 0.0572000000015 0.0695999999996 0.0635999999999 0.0700000000012 0.111199999996
1073741839 53 (1, 2) 0.0655999999959 0 0.832800000004 0.0152000000002 0.0127999999968 0.0135999999999 0.017200000002 0.0563999999984
1073741839 59 (3, 58) 2.2844 0 1.0376 0.251999999996 0.295600000001 0.2652 0.2804 0.321599999999
1073741839 61 (3, 6) 2.414 0 1.1492 0.0364000000001 0.0351999999984 0.033600000001 0.0375999999989 0.136000000002
1073741839 67 (4, 11) 5.676 0 1.4972 0.069200000001 0.0671999999991 0.0624000000011 0.0671999999991 0.2
1073741839 71 (8, 70) 33.9124 0 1.518 0.444399999999 0.461600000001 0.413199999998 0.4348 0.528
1073741839 73 (1, 36) 0.1348 0 1.6552 0.238399999999 0.257599999997 0.2348 0.247200000001 0.393199999997
1073741839 79 (2, 13) 1.736 0.892400000003 2.022 0.119999999998 0.1016 0.0964000000007 0.102399999998 0.333600000001
1073741839 81 (1, 27) 0.238399999999 0 2.0964 0.222800000003 0.263999999998 0.247200000001 0.260800000001 0.483599999998
1073741839 83 (2, 82) 1.942 0.995600000001 2.2028 0.523599999998 0.653200000004 0.5848 0.612 0.653999999998
1073741839 89 (2, 11) 2.2708 1.0244 2.7012 0.104399999999 0.101200000002 0.0927999999985 0.102000000002 0.236800000002
1073741839 97 (2, 48) 2.752 1.236 3.604 0.6016 0.5128 0.462 0.4804 0.85
1073741839 101 (1, 20) 0.287600000002 0 4.1188 0.294400000002 0.253599999999 0.216 0.2236 0.694800000003
1073741839 103 (1, 102) 0.308000000002 0 4.5848 1.5308 1.1388 1.0208 1.0368 1.358
1073741839 107 (1, 53) 0.325200000001 0 5.5224 0.865200000003 0.725999999998 0.645199999999 0.641999999998 1.1164
1073741839 109 (1, 54) 0.340800000002 0 8.3504 0.939599999998 0.7152 0.665600000002 0.728399999999 1.1604
1073741839 113 (1, 112) 0.362 0 6.0968 1.47 1.3932 1.2376 1.3476 1.4736
1073741839 121 (3, 55) 11.7948 0 12.024 1.1828 0.836000000002 0.791200000001 0.798000000001 1.498
1073741839 125 (2, 50) 4.928 2.3776 6.3832 0.790000000002 0.696400000001 0.667999999999 0.667599999998 0.936800000002
1073741839 127 (2, 3) 5.298 2.4556 6.4024 0.137999999998 0.0732000000018 0.0684000000008 0.0823999999993 1.07
1073741839 131 (2, 65) 5.5012 2.4272 7.5596 1.1236 1.1696 1.0704 1.0768 1.6388
1073741839 137 (6, 136) 80.9392 0 7.9856 3.8736 2.284 2.0192 2.0636 2.9564
1073741839 139 (4, 46) 31.8032 0 17.9364 1.416 0.912 0.813999999998 0.830800000002 2.0628
1073741839 149 (1, 148) 0.710800000001 0 10.2492 5.2784 2.8776 2.5736 2.5832 3.7544
1073741839 151 (2, 15) 7.608 3.2812 11.4308 0.635200000001 0.323199999999 0.290800000002 0.290399999998 1.964
1073741839 157 (5, 2) 73.9136 0 21.2212 0.1932 0.0812000000005 0.0771999999997 0.1024 2.05
1073741839 163 (4, 9) 46.6792 0 34.4788 0.4984 0.251200000002 0.2136 0.235599999997 2.312
1073741839 167 (7, 166) 190.8268 0 15.1852 8.0724 3.9876 3.6048 3.6208 5.3024
1073741839 169 (4, 1) 51.7756 0 12.8504 0.124000000002 0.0443999999989 0.133599999998 0 0
1073741839 173 (2, 172) 10.2708 5.0876 14.0612 5.9036 4.2528 3.8884 3.8056 4.6536
1073741839 179 (1, 178) 1.094 0 41.8364 6.7204 4.5192 4.1072 4.0116 5.4228
1073741839 181 (3, 30) 30.2324 0 15.8368 1.8028 0.888 0.775199999998 0.769200000001 3.52
