# ./benchmark.sh 15 2**50 2**50+2**8 2**8 2**9+2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-4650 v2 @ 2.40GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**50,2**50+2**8], nbound=[2**8,2**9+2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/15.dat', )"
1125899906842679 257 (3, 128) 132.192641735 0 86.6300249894 84.5743463834 12.5442520777 10.2158168952 11.4240180651 13.8497643471 22.3517412345
1125899906842679 263 (6, 131) 713.181591034 0 93.6942103704 85.3730333646 14.2848683198 12.2940369447 12.9962462584 15.6206166744 25.2252136072
1125899906842679 269 (8, 268) 1532.8155539 0 97.5066796939 191.81204923 24.1590539614 19.5617030462 21.7121933301 21.7096469402 32.2817145983
1125899906842679 271 (6, 135) 754.297336102 0 105.981671731 96.5146142642 15.1987692515 13.3687557379 13.8106072744 16.6195309162 27.7038879395
1125899906842679 277 (2, 138) 59.6498517195 41.5178698699 116.214697997 104.033466657 15.7195896308 13.4699612459 14.2372243404 17.215189298 28.5705240568
1125899906842679 281 (2, 280) 62.1521422863 48.9475866954 120.369995912 126.337014119 26.7692526182 21.2131067117 23.6624670029 23.646389246 23.6031463146
1125899906842679 283 (1, 282) 9.36404975255 0 109.586569309 234.617141724 27.7950046857 23.2758084138 24.9264129798 24.9434390068 37.109736681
1125899906842679 289 (3, 8) 174.09393096 0 127.473222733 7.10901133219 1.08297864596 0.743654648463 1.05216169357 7.42278377215 20.1936059793
1125899906842679 293 (1, 73) 10.0299672286 0 119.290214698 31.8058619499 8.56727536519 6.89940357208 7.58402609825 12.2481342951 15.4284852346
1125899906842679 307 (4, 306) 395.703922987 0 148.246518056 320.915830016 34.0897593498 27.4035015901 29.3511432807 29.3287423452 44.3126276334
1125899906842679 311 (6, 155) 1041.49934196 0 139.743849516 164.754452308 21.3608303865 19.1138470968 19.1126073996 22.9896509647 38.8161387444
1125899906842679 313 (1, 312) 11.9553287029 0 140.363104582 345.106935024 35.6961560249 29.6658453147 31.710549593 31.6965432962 47.7459115982
1125899906842679 317 (13, 316) 6445.259763 0 148.248242935 366.504695892 36.7727588813 31.5276932716 32.6441613038 32.588490963 49.2970822652
1125899906842679 331 (6, 66) 1137.96405506 0 177.610237678 82.3973733584 9.40729832649 7.62449026108 8.03121177355 15.219484965 33.52805233
1125899906842679 337 (5, 42) 822.395981073 0 161.828058799 55.0026026567 6.22642707825 4.68913793564 5.21503774325 13.5421536764 33.0618430773
1125899906842679 343 (2, 294) 100.149493297 61.0132246812 184.245286306 416.931627393 39.5574040413 36.0509003003 36.1384558678 37.3943293889 57.6984648705
1125899906842679 347 (2, 346) 102.742446661 62.7062889735 188.501420975 516.414021492 46.0564354261 39.0505383809 40.4097216129 40.3617156347 61.1780074437
1125899906842679 349 (10, 348) 4328.48660183 0 188.966870705 530.312114954 46.6598280271 39.6260933081 40.8978306452 40.9005832672 62.2273604075
1125899906842679 353 (1, 176) 15.7774300575 0 193.736972888 267.086338441 27.9745056629 23.5894550482 24.5312652588 29.7918860118 52.7709506353
1125899906842679 359 (1, 179) 16.3836319447 0 197.340467374 152.623823961 30.0520033836 26.6442644596 26.5324369272 31.3904306889 44.8450613022
1125899906842679 361 (9, 171) 3761.24774504 0 240.858627319 274.658206383 27.1924423377 23.764365991 24.4681656361 30.2863923709 54.3243815899
1125899906842679 367 (6, 366) 1599.02589202 0 201.714375655 650.932365894 52.8994766871 46.5583319664 46.1241896947 46.0923502445 71.2073530356
1125899906842679 373 (1, 186) 18.1954681079 0 209.925942898 333.677306533 33.0966494083 29.3067727089 28.8916713397 34.9577920437 61.740718921
1125899906842679 379 (3, 378) 335.938774467 0 226.949125608 731.533038855 58.0692780018 51.136059761 50.6980443796 50.6776086489 79.0674090385
1125899906842679 383 (3, 191) 343.580889106 0 239.979214986 374.767894387 37.2652133306 34.658162276 32.6910279592 39.2338763078 69.2474559943
1125899906842679 389 (8, 194) 3438.33786392 0 260.795639277 388.621674418 35.7460950216 29.6409883499 30.8956545989 37.6177656651 68.3504976432
1125899906842679 397 (1, 198) 21.0842432976 0 246.041615009 423.079715967 37.9353616238 32.3532733123 32.6950294971 40.2365846634 71.4536010424
1125899906842679 401 (4, 400) 737.83129096 0 265.072202603 891.395776987 61.7204696337 47.7290932337 52.5983669758 52.4934752782 84.7453583082
