# ./benchmark.sh 05 2**30 2**30+2**8 5 2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-4650 v2 @ 2.40GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**30,2**30+2**8], nbound=[5,2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/05.dat', )"
1073741827 5 (1, 4) 0.0384040673574 0 0.0371493498484 0.00118231773376 0.000866413116455 0.000727574030558 0.000836292902629 0.000827391942342 0.000679731369019
1073741827 7 (1, 3) 0.00292642911275 0 0.029122432073 0.00114742914836 0.00124891599019 0.00115156173706 0.00145665804545 0.00154177347819 0.00118803977966
1073741827 9 (2, 3) 0.0639304320017 0.0408815542857 0.0362859567006 0.0017344156901 0.00156434377035 0.00141739845276 0.0018215974172 0.00229907035828 0.00139800707499
1073741827 11 (1, 5) 0.00429574648539 0 0.0492583910624 0.00171677271525 0.00337338447571 0.00313758850098 0.00371297200521 0.00410842895508 0.00319902102153
1073741827 13 (2, 12) 0.0847025712331 0.0569239457448 0.0599306424459 0.00280928611755 0.00753291447957 0.00653735796611 0.00753370920817 0.00748960177104 0.00667230288188
1073741827 17 (6, 2) 0.675096670787 0 0.0878121058146 0.00266567866007 0.00262761116028 0.00272599856059 0.00358398755391 0.00572872161865 0.00458892186483
1073741827 19 (10, 18) 2.75414466858 0 0.107345660528 0.00839837392171 0.017921368281 0.0153584480286 0.0175087451935 0.0174839496613 0.0163590113322
1073741827 23 (1, 11) 0.0124566555023 0 0.156183481216 0.00707372029622 0.0154297351837 0.0143360296885 0.015790383021 0.0182526906331 0.0162217617035
1073741827 25 (2, 20) 0.18098115921 0.110301415126 0.16321961085 0.014460961024 0.0255206425985 0.022560040156 0.0257097085317 0.0263046423594 0.02610206604
1073741827 27 (1, 9) 0.0209916432699 0 0.198892275492 0.00889333089193 0.0128316879272 0.0117224057515 0.0138607819875 0.0183529853821 0.0184669494629
1073741827 29 (8, 7) 4.25334095955 0 0.229917367299 0.00937294960022 0.0132763385773 0.0123896598816 0.0143129030863 0.0207857290904 0.0216895739237
1073741827 31 (5, 5) 1.72329998016 0 0.26318303744 0.00912102063497 0.0116920471191 0.0115187168121 0.0129927794139 0.0214416980743 0.0239379405975
1073741827 37 (4, 12) 1.54478971163 0 0.358934958776 0.0210116704305 0.0283189614614 0.0258830388387 0.0289689699809 0.0391662120819 0.0451416174571
1073741827 41 (2, 20) 0.431342681249 0.201518376668 0.453931252162 0.0343866348267 0.0580976804097 0.052969455719 0.0580269495646 0.0659980773926 0.0655246575673
1073741827 43 (4, 6) 2.13024528821 0 0.473463535309 0.0178556442261 0.0195199648539 0.0189719994863 0.0218311150869 0.0393443107605 0.0526126225789
1073741827 47 (1, 23) 0.0507724285126 0 0.635803620021 0.0718283653259 0.0850710074107 0.0814669926961 0.0835977395376 0.0964490572611 0.11729033788
1073741827 49 (2, 21) 0.617746353149 0.357805013657 0.626587629318 0.0589512983958 0.0646960735321 0.0584940115611 0.0651059150696 0.0814630190531 0.10636472702
1073741827 53 (1, 26) 0.0645802815755 0 0.805840015411 0.0720873673757 0.109563350677 0.100290934245 0.107262611389 0.123238325119 0.129659970601
1073741827 59 (1, 1) 0.0837406317393 0 0.999928951263 0.0108856360118 0.00542799631755 0.012926975886 0.0129183928172 0 0
1073741827 61 (3, 60) 2.49536101023 0 1.16376566887 0.285038630168 0.301397323608 0.279858668645 0.285403013229 0.284721692403 0.337828000387
1073741827 67 (24, 66) 402.244446516 0 1.38967529933 0.369450251261 0.362965981166 0.317728996277 0.340450366338 0.339739402135 0.416544040044
1073741827 71 (8, 14) 39.5043672721 0 1.70860910416 0.164446036021 0.0951263904572 0.114673296611 0.110574007034 0.153538306554 0.242395242055
1073741827 73 (1, 72) 0.132034778595 0 1.95963231723 0.599606990814 0.476055781047 0.423936287562 0.453178008397 0.507533629735 0.749221324921
1073741827 79 (2, 3) 2.15959533056 0.873846292496 2.3585246404 0.0451183319092 0.0503077507019 0.0293020407359 0.0351405938466 0.193458954493 0.374379237493
1073741827 81 (1, 27) 0.290277322133 0 2.57964730263 0.228576421738 0.156382640203 0.162612279256 0.150919675827 0.262859900792 0.554126024246
1073741827 83 (1, 82) 0.204225301743 0 2.60086599986 0.539373079936 0.707631349564 0.563634872437 0.77367011706 0.830187002818 1.02705462774
1073741827 89 (1, 22) 0.308609644572 0 2.80666240056 0.192292372386 0.202975432078 0.185364405314 0.195547660192 0.282939354579 0.280319213867
1073741827 97 (2, 6) 2.8644704024 1.53068065643 3.25796929995 0.105417013168 0.0664483706156 0.0590336322784 0.0689523220062 0.211679617564 0.509320338567
