# ./benchmark.sh 08 2**60 2**60+2**8 5 2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-4650 v2 @ 2.40GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**60,2**60+2**8], nbound=[5,2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/08.dat', )"
1152921504606847009 5 (2, 2) 0.11251672109 0.0503126780192 0.120528539022 0.0016610622406 0.000916639963786 0.000802675882975 0.00117230415344 0.00121442476908 0.000785668690999
1152921504606847009 7 (1, 2) 0.00427397092183 0 0.0574947198232 0.00147938728333 0.00175023078918 0.00158747037252 0.00228110949198 0.00272742907206 0.00165740648905
1152921504606847009 9 (2, 3) 0.0920973618825 0.065670410792 0.0897760391235 0.00156752268473 0.00372966130575 0.00318161646525 0.00471663475037 0.00588059425354 0.00312868754069
1152921504606847009 11 (2, 1) 0.108372767766 0.0898796717326 0.12851635615 0.000993331273397 0.00087030728658 0.00102154413859 0.00102265675863 0 0
1152921504606847009 13 (1, 4) 0.0120533307393 0 0.144865751266 0.00318129857381 0.00709104537964 0.00603866577148 0.00842134157817 0.0114735762278 0.00685564676921
1152921504606847009 17 (1, 8) 0.0203386147817 0 0.24186873436 0.0060400168101 0.0203853448232 0.0166803995768 0.0221800804138 0.026203473409 0.0198388894399
1152921504606847009 19 (1, 18) 0.0258309841156 0 0.364488283793 0.0168699423472 0.0489359696706 0.0382010142008 0.0500957171122 0.0490253766378 0.0399414698283
1152921504606847009 23 (1, 22) 0.0362473328908 0 0.518402894338 0.027922074 0.0759946505229 0.0603456497192 0.0771083037059 0.0759079456329 0.0575044155121
1152921504606847009 25 (1, 10) 0.0450279712677 0 0.541212240855 0.0160636107127 0.0327857335409 0.0250197251638 0.0374070008596 0.0486043294271 0.0343646208445
1152921504606847009 27 (1, 9) 0.0695539315542 0 0.670196692149 0.01717766126 0.0324950218201 0.025375922521 0.0376039346059 0.0538150469462 0.0374391078949
1152921504606847009 29 (2, 7) 0.42533993721 0.398870070775 0.736419916153 0.0165469646454 0.0334495703379 0.0267827510834 0.0382196903229 0.0607759952545 0.0397323767344
1152921504606847009 31 (2, 30) 0.49104364713 0.452145258586 1.22811071078 0.0893948872884 0.158175945282 0.126109043757 0.157336632411 0.156908988953 0.137996037801
1152921504606847009 37 (4, 4) 3.50299771627 0 1.33016228676 0.0215952396393 0.0254129568736 0.0224734942118 0.0331536928813 0.0833532810211 0.0608834425608
1152921504606847009 41 (2, 40) 0.883345047633 0.726198037465 1.52308662732 0.148358424505 0.323441584905 0.256367286046 0.319690624873 0.318995396296 0.268090009689
1152921504606847009 43 (2, 3) 0.987411022186 0.728467623393 1.7931552728 0.0257660547892 0.0256864229838 0.0240387121836 0.0398290157318 0.114531993866 0.0914433002472
1152921504606847009 47 (6, 23) 23.7242743174 0 2.19208955765 0.169144948324 0.242648045222 0.205387353897 0.249773899714 0.300374348958 0.279356320699
1152921504606847009 49 (4, 14) 6.60419758161 0 2.37167366346 0.0975731213888 0.106837590535 0.0804897944132 0.121685584386 0.197811683019 0.178874572118
1152921504606847009 53 (1, 13) 0.242548942566 0 2.93911337852 0.0913630326589 0.133708635966 0.10844262441 0.150869290034 0.247899611791 0.175514380137
1152921504606847009 59 (12, 58) 212.265283664 0 3.90100073814 0.737287998199 0.766745726267 0.620525916417 0.750470320384 0.750694990158 0.737260580063
1152921504606847009 61 (1, 5) 0.346540053686 0 4.6250910759 0.0794324080149 0.0701510111491 0.0606253147125 0.0897833506266 0.274921019872 0.26732468605
1152921504606847009 67 (1, 33) 0.446105003357 0 5.62519693375 0.563482761383 0.623804966609 0.617078065872 0.825953006744 1.09713705381 1.07722473145
1152921504606847009 71 (4, 70) 27.1321926117 0 7.72222471237 1.46170377731 1.67218232155 1.08234302203 1.23372499148 1.28563507398 1.39138730367
1152921504606847009 73 (4, 12) 26.4163897038 0 6.24875807762 0.24068570137 0.198327620824 0.160527070363 0.220405022303 0.487295707067 0.531602700551
1152921504606847009 79 (1, 39) 0.662108580271 0 8.10101596514 0.999322652817 0.952684005102 0.825893243154 0.960693756739 1.1441646417 1.24886695544
1152921504606847009 81 (1, 27) 0.93048898379 0 8.66743127505 0.640087366104 0.445921738942 0.334841648738 0.465954065323 0.73747142156 0.835484663645
1152921504606847009 83 (1, 82) 0.731421709061 0 9.35042961438 1.57428701719 1.75818069776 1.3948580424 1.70393856366 1.69864471753 1.6932024161
1152921504606847009 89 (2, 88) 5.4094496568 4.60509936015 11.6041822433 1.97471602758 2.0954173406 1.65622202555 2.03235093753 2.02656237284 1.84510461489
1152921504606847009 97 (2, 32) 6.52812131246 4.60205054283 13.0008233388 1.29870128632 0.953791300456 0.776338418325 0.976893901825 1.39767686526 1.68540596962
1152921504606847009 101 (6, 25) 146.104706764 0 14.5721782843 1.14518992106 0.741758902868 0.603209972382 0.765613396962 1.29018608729 1.57062673569
1152921504606847009 103 (6, 17) 152.964733283 0 14.2678469817 0.848009347916 0.524787346522 0.443371136983 0.559823036194 1.1804857254 1.48092389107
1152921504606847009 107 (1, 53) 1.34877300262 0 15.5998490651 2.94335436821 1.90273992221 1.63431127866 1.88518071175 2.27682296435 2.62311164538
1152921504606847009 109 (10, 27) 586.699906945 0 16.4101874034 1.55506086349 0.921278238297 0.772230625153 0.943898280462 1.58159573873 1.96955005328
1152921504606847009 113 (2, 7) 9.40201528867 6.75169165929 18.1870823701 0.305016199748 0.224364360174 0.188793341319 0.295065720876 1.13653063774 1.21316965421
1152921504606847009 121 (6, 1) 224.847721338 0 26.0632316271 0.0585090319316 0.0500747362773 0.110962073008 0.110873381297 0 0
1152921504606847009 125 (2, 50) 11.7318609556 8.6960858504 24.0245568752 2.3991180261 1.8287756443 1.51990795135 1.85091765722 2.52860967318 2.4153427283
1152921504606847009 127 (4, 63) 97.218328317 0 24.091835022 5.74212296804 3.010582606 2.64508112272 2.96949632963 3.58420999845 4.43503395716
1152921504606847009 131 (2, 10) 22.5255176226 11.1233733495 30.02080369 0.552397648493 0.413474639257 0.345443328222 0.498283306758 1.76718139648 1.93841203054
1152921504606847009 137 (6, 136) 301.397406936 0 29.6962396304 14.7686254183 6.00838764509 4.68755197525 5.71573495865 5.71555272738 6.88393068314
1152921504606847009 139 (1, 23) 2.58066829046 0 30.7090742588 2.52775303523 1.09203831355 0.899540662766 1.12350400289 2.43549338977 3.67867223422
1152921504606847009 149 (1, 148) 3.0807270209 0 36.8469877243 20.756635348 7.33573563894 5.85587334633 6.9705795447 6.98215063413 8.52947592735
1152921504606847009 151 (2, 75) 27.714542071 15.8761370182 38.8798047702 10.6646663348 4.45279637973 3.85258833567 4.33721605937 5.29196429253 6.97111241023
1152921504606847009 157 (5, 39) 272.252648671 0 42.4978209337 6.02323595683 2.39509073893 2.02132137616 2.37483135859 3.95920300484 5.92591198285
1152921504606847009 163 (2, 27) 33.1829793453 17.7778875828 51.3667305311 4.57531166077 1.60067431132 1.30270131429 1.61141697566 3.59020336469 5.70090508461
1152921504606847009 167 (7, 83) 669.081216097 0 46.9052004019 15.5290102959 5.85321100553 5.08291999499 5.65879956881 6.86554869016 9.11183428764
1152921504606847009 169 (4, 52) 193.453401009 0 49.344880263 9.57369796435 2.89255364736 2.31351764997 2.85548798243 4.58381271362 6.9437336127
1152921504606847009 173 (1, 86) 4.40831065178 0 52.5394676526 10.6292409897 6.34565464656 5.47768131892 6.14679169655 7.41889707247 8.96474297841
1152921504606847009 179 (2, 178) 41.5977797508 25.5253046354 59.6176820596 24.7041969299 11.6183063984 9.37791291873 10.8930726051 10.8736270269 10.9518966675
1152921504606847009 181 (3, 45) 113.129670382 0 56.9474656582 10.2755200068 3.29418063164 2.74315667152 3.1992512544 5.44037357966 8.43673769633
1152921504606847009 191 (1, 19) 5.59905767441 0 71.6776026885 2.71173024178 1.48375225067 1.31221763293 1.56946635246 4.59568270048 5.76247723897
1152921504606847009 193 (1, 192) 5.68223730723 0 65.6209709644 53.3958856265 13.3876326879 10.2622632186 12.5399669806 12.5327746868 16.4305326939
1152921504606847009 197 (18, 196) 7929.86847401 0 72.0264166196 58.4880639712 14.5194310347 11.5744605859 13.6062307358 13.5846513112 17.5165274143
1152921504606847009 199 (4, 99) 279.599689007 0 72.7230950197 29.8021001021 8.95644489924 7.74716734886 8.56134295464 10.3809613387 14.4792940617
