# ./benchmark.sh 16 2**60 2**60+2**8 2**8 2**9+2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-4650 v2 @ 2.40GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**60,2**60+2**8], nbound=[2**8,2**9+2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/16.dat', )"
1152921504606847009 257 (6, 32) 1428.48317599 0 146.354755322 20.4326883157 3.82708803813 2.91064945857 3.64359943072 9.78179128965 19.4524745146
1152921504606847009 263 (3, 262) 274.24802645 0 153.041496754 186.757878621 28.6771452427 22.9456247489 26.3970776399 26.3840449651 37.9303050836
1152921504606847009 269 (8, 67) 2633.23101115 0 150.876208941 48.9477880796 8.74889000257 7.11130666733 8.14409867922 14.0019907951 26.0713760853
1152921504606847009 271 (3, 90) 294.378879229 0 165.314726353 67.9994882743 12.4108866851 10.5551896095 11.5208603541 16.771626393 29.2631269296
1152921504606847009 277 (4, 92) 602.330082893 0 173.847320716 73.5418200493 12.8713003794 10.675504605 11.8860864639 17.4380919933 30.4572326342
1152921504606847009 281 (2, 56) 120.820315361 68.9159393311 182.174384276 22.2650616169 7.590193669 6.18594233195 7.15843033791 13.8489443461 16.7363116741
1152921504606847009 283 (3, 282) 327.515529871 0 185.64755098 249.088138024 34.6405886809 28.6500673294 31.7306266626 31.6980977058 45.6830495993
1152921504606847009 289 (3, 136) 345.330564976 0 166.629655361 120.890438 19.5701073805 16.1396783988 18.4616967042 23.3014722665 38.2819137573
1152921504606847009 293 (1, 292) 15.2680116494 0 174.243600686 150.686502059 36.6328754425 28.3090599378 33.1419604619 33.0941007137 36.1472563744
1152921504606847009 307 (4, 153) 758.701365948 0 207.430496931 165.807156642 25.4925570488 22.2777559757 23.5189249516 28.7897593975 46.3689200083
1152921504606847009 311 (3, 62) 405.062341928 0 215.899701436 69.0868266424 10.4017090003 8.78929654757 9.41683030128 18.2554703554 36.5111679236
