# ./benchmark.sh 23 2**60 2**60+2**8 2**10 2**10+2**5 2 1
# model name	: Intel(R) Xeon(R) CPU E5-4650 v2 @ 2.40GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**60,2**60+2**8], nbound=[2**10,2**10+2**5], prime=2, loops=1, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/23.dat', )"
1152921504606847009 1031 (2, 1030) 2436.92168212 1692.59796405 3484.50964093 19576.6132839 892.658226013 644.675987005 685.403706074 684.979024172 863.318236113
1152921504606847009 1033 (4, 86) 10851.0288072 0 3881.84409213 3104.21250606 105.032509089 63.5235750675 66.3837530613 255.005573034 890.025641203
1152921504606847009 1039 (1, 1038) 322.817585945 0 3767.94540119 38500.297102 927.201678038 718.987356901 726.770838022 724.796294928 1386.216537
1152921504606847009 1049 (2, 1048) 2526.81207609 1278.30888391 3794.16815591 20943.0034099 895.36892581 653.446043015 699.284978151 699.745053053 1046.56837797
1152921504606847009 1051 (4, 105) 11038.2288849 0 3847.79039693 3956.91213918 131.465958118 87.047246933 83.6875419617 275.446069002 956.931343079
1152921504606847067 1031 (1, 1030) 313.014271975 0 4134.93344808 19582.5004349 910.904224157 659.074062109 706.024931908 702.73110199 1093.47562814
1152921504606847067 1033 (4, 344) 10812.364599 0 3547.11075902 12359.4701169 365.204362869 261.872190952 274.854363918 420.669162035 1043.53294992
1152921504606847067 1039 (2, 519) 2449.79973197 1417.85453701 3566.99820805 18995.846185 583.737039089 475.885653019 455.580891132 566.26147604 1218.21928287
1152921504606847067 1049 (1, 262) 329.538112879 0 4171.82914901 5037.34498382 299.724335909 216.725955963 220.665307999 378.82498312 762.173634052
1152921504606847067 1051 (6, 350) 26671.917068 0 3685.34202385 13226.1740868 398.59095192 307.394484997 299.811767101 450.016671896 1119.71242285
1152921504606847081 1031 (1, 515) 315.733566046 0 3848.46799898 9707.71956921 548.716781139 427.684463024 426.0025208 523.859534979 698.352893114
1152921504606847081 1033 (4, 344) 10734.8515291 0 3559.05709004 12317.1930351 363.081693888 262.055830002 273.957055092 417.117163897 1044.01470995
1152921504606847081 1039 (1, 519) 325.702957869 0 3638.45283198 18940.5165648 588.152915001 481.14299798 458.390463829 568.261905909 1225.32027912
1152921504606847081 1049 (2, 1048) 2515.55366302 1599.90792894 5250.71071911 20903.8542261 909.241420984 666.499454975 714.176362038 711.813332081 1170.19774985
1152921504606847081 1051 (3, 525) 6354.98455095 0 4487.54700899 19865.0673351 585.773720026 483.423349857 460.299600124 571.753592968 1247.99691486
1152921504606847123 1031 (1, 1030) 317.90999794 0 4196.46668696 19550.953932 905.260997057 653.828318119 698.667587996 697.154262066 1109.70041108
1152921504606847123 1033 (1, 24) 317.632543087 0 3870.95369196 872.5411129 40.531042099 19.4491751194 22.5440478325 229.615237951 853.003088951
