# ./benchmark.sh 10 2**60 2**60+2**8 5 2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**60,2**60+2**8], nbound=[5,2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/10.dat')"
1152921504606847009 5 (2, 2) 0.103197018305 0.0442636013031 0.0942526658376 0.00153263409932 0.000957250595093 0.000846306482951 0.00126393636068 0.00131972630819 0.000805377960205
1152921504606847009 7 (1, 2) 0.00427405039469 0 0.0556639830271 0.00180236498515 0.00179274876912 0.00161170959473 0.00232394536336 0.00276025136312 0.00167465209961
1152921504606847009 9 (2, 3) 0.0883393287659 0.0704802672068 0.0705023606618 0.00154344240824 0.00374468167623 0.00319401423136 0.00471297899882 0.00590562820435 0.00305676460266
1152921504606847009 11 (2, 1) 0.107455650965 0.0793240070343 0.106824000676 0.000927368799845 0.000861406326294 0.00103298823039 0.00102774302165 0 0
1152921504606847009 13 (1, 4) 0.0119109948476 0 0.139886379242 0.00311795870463 0.0070522626241 0.0059753259023 0.0084323088328 0.0114590326945 0.00679596265157
1152921504606847009 17 (1, 8) 0.0206406911214 0 0.255935033162 0.00551970799764 0.0201100508372 0.0163476467133 0.0219180583954 0.0261126359304 0.0184979438782
1152921504606847009 19 (1, 18) 0.026042064031 0 0.363836685816 0.0157876809438 0.0486920674642 0.0377013683319 0.0486590862274 0.0485866864522 0.0394663016001
1152921504606847009 23 (1, 22) 0.0364119211833 0 0.46674823761 0.0263946056366 0.075988372167 0.0599128405253 0.0759375890096 0.0759963194529 0.0570566654205
1152921504606847009 25 (1, 10) 0.0450866222382 0 0.570577700933 0.0146640141805 0.0326396624247 0.0248250166575 0.0373640855153 0.0486956437429 0.0341308116913
1152921504606847009 27 (1, 9) 0.0880706310272 0 0.670967260997 0.0159500439962 0.032734076182 0.0253893534342 0.0379909674327 0.0544879436493 0.0375046730042
1152921504606847009 29 (2, 7) 0.412812868754 0.411383390427 0.705472310384 0.0155196984609 0.0322409470876 0.0263857046763 0.0382206439972 0.0615689754486 0.03981590271
1152921504606847009 31 (2, 30) 0.472519715627 0.388431310654 1.159983476 0.0820970535278 0.158574660619 0.125622351964 0.157263358434 0.156685670217 0.136946996053
1152921504606847009 37 (4, 4) 3.37006433805 0 1.31276933352 0.0195873578389 0.0254687468211 0.0225066343943 0.0334958235423 0.084791024526 0.061230580012
1152921504606847009 41 (2, 40) 0.851631720861 0.79661266009 1.64416766167 0.135028998057 0.322860320409 0.254379987717 0.318538268407 0.317820390066 0.265813906988
1152921504606847009 43 (2, 3) 0.953465382258 0.830547253291 1.85084668795 0.0228172938029 0.0258043607076 0.0241762797038 0.0403837362925 0.116119305293 0.09175101916
1152921504606847009 47 (6, 23) 23.8583379587 0 2.25666832924 0.155983686447 0.242272377014 0.204290390015 0.249654372533 0.300083398819 0.277830680211
1152921504606847009 49 (4, 14) 6.39978869756 0 2.48979202906 0.0872037410736 0.10759361585 0.0808303356171 0.122857968012 0.199923117956 0.180005311966
1152921504606847009 53 (1, 13) 0.247426350911 0 2.9773906072 0.0829610029856 0.133567651113 0.107694387436 0.151119629542 0.250024318695 0.175065437953
1152921504606847009 59 (12, 58) 213.557116429 0 4.03076903025 0.655580282211 0.764805316925 0.617688337962 0.7501689593 0.748378038406 0.733658234278
1152921504606847009 61 (1, 5) 0.349266290665 0 4.24457971255 0.0706819693247 0.0690112908681 0.0607647101084 0.0898962815603 0.276231686274 0.268184343974
1152921504606847009 67 (1, 33) 0.447153727214 0 5.5676249663 0.462329705556 0.601457357407 0.499447266261 0.605415582657 0.733683347702 0.749574025472
1152921504606847009 71 (4, 70) 24.3418543339 0 6.01932168007 1.21244931221 1.26168497403 1.02010416985 1.23049648603 1.23025631905 1.26324733098
1152921504606847009 73 (4, 12) 25.7985343933 0 7.37151439985 0.214922746023 0.197415749232 0.159844398499 0.219715595245 0.488649288813 0.531606356303
1152921504606847009 79 (1, 39) 0.669680277507 0 8.07607038816 0.88592171669 0.951087315877 0.82454196612 0.960220654806 1.14570903778 1.2480413119
1152921504606847009 81 (1, 27) 0.942639748255 0 9.4792983532 0.565734386444 0.446237961451 0.335098028183 0.468847672145 0.742456436157 0.840215682983
1152921504606847009 83 (1, 82) 0.735208352407 0 8.79418166478 1.39447029432 1.76006627083 1.3920173645 1.70328068733 1.69742266337 1.69318596522
1152921504606847009 89 (2, 88) 5.21388363838 4.46540792783 10.0782949924 1.74460872014 2.09056830406 1.64588928223 2.02434627215 2.01921741168 1.83290902774
1152921504606847009 97 (2, 32) 6.30431111654 5.16403834025 14.1954509417 1.14224433899 0.950099388758 0.769708633423 0.972436348597 1.39816498756 1.68157339096
1152921504606847009 101 (6, 25) 146.712668975 0 14.9694620768 1.00820795695 0.739343325297 0.601035992304 0.76460536321 1.29628229141 1.57549492518
1152921504606847009 103 (6, 17) 153.38988924 0 15.0357390245 0.749548594157 0.521874984105 0.440584818522 0.557295322418 1.18288699786 1.48188233376
1152921504606847009 107 (1, 53) 1.36552755038 0 16.462840716 2.57569432259 1.89738726616 1.62208930651 1.87823732694 2.2783639431 2.62106466293
1152921504606847009 109 (10, 27) 588.79854846 0 17.507229646 1.36678099632 0.920207738876 0.771002689997 0.943357944489 1.58849795659 1.97553165754
1152921504606847009 113 (2, 7) 9.06012097994 6.78257894516 18.729997317 0.274168650309 0.221829970678 0.186428626378 0.294337034225 1.14322861036 1.21785974503
1152921504606847009 121 (6, 1) 225.376979669 0 21.6209097703 0.0566176573435 0.0505357583364 0.112186113993 0.112249294917 0 0
1152921504606847009 125 (2, 50) 11.4329926173 10.7536347707 22.9411393007 2.12336309751 1.83103863398 1.51574293772 1.85131065051 2.53412636121 2.41251198451
1152921504606847009 127 (4, 63) 97.6557862759 0 24.9808113575 5.02380164464 2.99730356534 2.63273771604 2.95612923304 3.5732793808 4.41384736697
1152921504606847009 131 (2, 10) 19.8152177334 9.1672419707 27.4220503171 0.494240601858 0.40891901652 0.341692050298 0.493435382843 1.76970561345 1.93518336614
1152921504606847009 137 (6, 136) 302.98653245 0 29.3158579667 12.8381883303 5.99245134989 4.69222529729 5.73952555656 5.70980032285 6.87407167753
1152921504606847009 139 (1, 23) 2.6102112929 0 32.6738059521 2.21404862404 1.0910850366 0.898291746775 1.12329165141 2.44433069229 3.69810763995
1152921504606847009 149 (1, 148) 3.11370897293 0 38.213865598 18.0548737049 7.31852936745 5.82558004061 6.96456766129 6.97295300166 8.52659543355
1152921504606847009 151 (2, 75) 27.8798673948 12.7831593355 42.518231074 9.30185095469 4.4599339962 3.85904987653 4.34196424484 5.30216606458 6.99326364199
1152921504606847009 157 (5, 39) 273.828346332 0 46.6988722483 5.2499469916 2.39269558589 2.01346699397 2.36654194196 3.96019736926 5.93441303571
1152921504606847009 163 (2, 27) 33.2038103739 16.4972702662 48.8785786629 3.99260656039 1.59761126836 1.29878505071 1.60852599144 3.58442282677 5.68956629435
1152921504606847009 167 (7, 83) 673.555252075 0 46.5798905691 13.4710126718 5.80283991496 5.02684299151 5.60572131475 6.82464543978 9.06355595589
1152921504606847009 169 (4, 52) 194.439691385 0 51.0416568915 8.30662473043 2.8755449454 2.29048363368 2.84352906545 4.57552830378 6.930189689
1152921504606847009 173 (1, 86) 4.40511902173 0 53.3312119643 9.30606627464 6.28734795252 5.42827630043 6.09023698171 7.35301963488 8.88281973203
1152921504606847009 179 (2, 178) 41.6111790339 20.7524840037 62.9168177446 21.5402019024 11.5469946067 9.30821228027 10.8470153014 10.8160379728 10.8870309989
1152921504606847009 181 (3, 45) 113.513178666 0 56.5672336419 8.91339270274 3.25293763479 2.70138565699 3.15006796519 5.40989430745 8.41422001521
1152921504606847009 191 (1, 19) 6.54905136426 0 69.9305832386 2.3911790053 1.4737209479 1.3008480072 1.55478199323 4.58058230082 5.73149665197
1152921504606847009 193 (1, 192) 5.71966505051 0 72.5669130484 46.0435987314 13.279662927 10.14448301 12.4577100277 12.4280056953 16.311710755
1152921504606847009 197 (18, 196) 8052.427279 0 70.5485603809 50.7147324085 14.5063650608 11.536990722 13.5749406815 13.5644263426 17.5017178853
1152921504606847009 199 (4, 99) 281.809794346 0 74.173328956 25.8139666716 8.96842837334 7.7607793808 8.58639232318 10.3987653255 14.4913686911
1152921504606847009 211 (10, 10) 2566.29268098 0 80.0394213994 3.16857504845 0.903622070948 0.73947207133 1.0407017072 5.171875 9.95957231522
1152921504606847009 223 (3, 111) 185.858364662 0 92.3445460002 40.8603537083 12.2829066118 11.1584293842 11.6934759617 14.1287676493 20.0983726184
1152921504606847009 227 (6, 226) 1075.32079506 0 99.9420193036 88.5082229773 21.0645686785 17.4942820072 19.6150069237 19.6236553192 26.0397796631
1152921504606847009 229 (3, 76) 199.991566022 0 105.908015331 29.0317900976 8.09938804309 6.82632493973 7.66889365514 11.1738593578 17.8499652545
1152921504606847009 233 (1, 29) 8.82411702474 0 109.584748586 7.21120429039 2.98583364487 2.39021658897 2.89893595378 7.53171865145 6.59547567368
1152921504606847009 239 (2, 17) 83.3605310917 45.4952452977 113.10882465 4.67558097839 1.88997705777 1.59339928627 1.94633301099 7.29662227631 6.17334167163
1152921504606847009 241 (6, 24) 1200.21476102 0 125.688122352 10.6215599378 2.59426204364 2.05854797363 2.52234339714 7.91775004069 15.6584173044
1152921504606847009 243 (1, 81) 9.86468092601 0 130.986385266 18.5390977065 6.81506800652 5.46307659149 6.52648202578 10.4262363116 12.3651600679
