# ./benchmark.sh 13 2**30 2**30+2**8 2**8 2**8+2**5 2 3
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**30,2**30+2**8], nbound=[2**8,2**8+2**5], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/13.dat')"
1073741827 257 (2, 128) 26.7873177528 12.6585687002 34.3715853691 17.4128207366 6.04123266538 5.18431131045 5.01304507256 5.86532044411 12.1346289317
1073741827 263 (6, 131) 381.921661496 0 34.2845946948 19.4059561094 6.84597802162 6.31766931216 5.75518107414 6.64700373014 13.6397853692
1073741827 269 (8, 4) 842.801358938 0 36.7142703533 1.0490167141 0.364277283351 0.271202007929 0.314143578211 2.16624267896 9.83374341329
1073741827 271 (6, 10) 403.34960711 0 36.7890957197 2.00688274701 0.666773716609 0.518741289775 0.520497322083 2.36548026403 10.3036833604
1073741827 277 (1, 69) 3.1368997097 0 41.734190623 11.5588347117 3.85699995359 3.36125429471 3.10814205805 4.6280930837 12.9546872775
1073741827 281 (2, 280) 32.9909530481 14.1319177151 40.998673598 30.7093842824 13.0662317276 11.1968243122 10.7496260802 10.7152103583 16.0894633929
1073741827 283 (6, 47) 448.810988426 0 39.2050803502 8.52111228307 2.80013632774 2.36894798279 2.14461064339 3.9115960598 12.7688132922
1073741831 257 (1, 128) 2.60353827477 0 34.1867450078 17.4102376302 5.98511632284 5.10142771403 4.96579384804 5.82962266604 12.0475580692
1073741831 263 (6, 131) 382.134997964 0 32.5729299386 19.1952180862 7.04451839129 6.47844537099 5.93285274506 6.86420297623 13.8116223017
1073741831 269 (8, 268) 842.987264872 0 36.2177195549 42.6036080519 12.1707510153 10.7115136782 10.1664169629 10.1583732764 17.7803063393
1073741831 271 (3, 135) 79.3978645802 0 36.7538076242 21.8543306192 7.79576174418 7.3774600029 6.57616138458 7.56572373708 15.5094623566
1073741831 277 (2, 138) 31.6711272399 14.8401943048 41.5312759876 23.2898476919 7.99224829674 7.33560729027 6.72255436579 7.76682670911 16.0138806502
