# ./benchmark.sh 02 2**8 2**10 5 2**8 2 5
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**8,2**10], nbound=[5,2**8], prime=2, loops=5, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/02.dat')"
257 5 (1, 4) 0.0195780277252 0 0.0150516033173 0.000834798812866 0.000272846221924 0.000293016433716 0.000251150131226 0.000234937667847 0.000264692306519
257 7 (1, 6) 0.00171999931335 0 0.011642742157 0.000817012786865 0.000601577758789 0.000639247894287 0.00057258605957 0.000565767288208 0.000610256195068
257 9 (2, 6) 0.0276648044586 0.0115681171417 0.0128398418427 0.00102458000183 0.000733327865601 0.000811862945557 0.000760459899902 0.000708532333374 0.000803327560425
257 11 (1, 5) 0.00179843902588 0 0.0132053852081 0.00121364593506 0.000878095626831 0.00115756988525 0.00091028213501 0.000897073745728 0.00107598304749
257 13 (4, 6) 0.0549035072327 0 0.0163800239563 0.00147223472595 0.00115418434143 0.00136122703552 0.00114874839783 0.00119762420654 0.00151257514954
257 17 (6, 8) 0.0928829193115 0 0.0190464496613 0.00188384056091 0.0020393371582 0.00232634544373 0.00199823379517 0.0020233631134 0.00271282196045
257 19 (2, 18) 0.0403774261475 0.0191682338715 0.0188301086426 0.00329437255859 0.00445537567139 0.00514650344849 0.00425157546997 0.00419597625732 0.00511984825134
257 23 (2, 11) 0.0403390407562 0.0188879966736 0.022617149353 0.00345320701599 0.00424437522888 0.0051634311676 0.0041163444519 0.00428490638733 0.00589079856873
257 25 (4, 4) 0.0898858070374 0 0.0271182060242 0.00279636383057 0.00202717781067 0.00231513977051 0.0020423412323 0.00259938240051 0.00547122955322
257 27 (2, 18) 0.0542461872101 0.0312185764313 0.0303137302399 0.0065477848053 0.00701060295105 0.00833883285522 0.00672698020935 0.00698475837708 0.010508108139
257 29 (1, 7) 0.00325722694397 0 0.0280501365662 0.00376739501953 0.00335502624512 0.00391821861267 0.00330266952515 0.00373759269714 0.00707259178162
