# ./benchmark.sh 21 2**25 2**25+2**8 5 2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**25,2**25+2**8], nbound=[5,2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/21.dat')"
33554467 5 (4, 4) 0.0864385763804 0 0.028218348821 0.00117635726929 0.000585714975993 0.000520785649618 0.000553051630656 0.00055726369222 0.000481605529785
33554467 7 (6, 3) 0.100744724274 0 0.0164159933726 0.00119360287984 0.000879605611165 0.00082270304362 0.00089422861735 0.000942309697469 0.000864028930664
33554467 9 (4, 1) 0.0842043558757 0 0.0330672264099 0.000598033269246 0.000262339909871 0.00031304359436 0.000302076339722 0 0
33554467 11 (2, 1) 0.053271929423 0.0404539903005 0.0295866330465 0.00064738591512 0.000306049982707 0.000396331151326 0.000392039616903 0 0
33554467 13 (4, 12) 0.111805677414 0 0.0453609625498 0.00228993097941 0.00590666135152 0.00518973668416 0.005885998408 0.00579992930094 0.00537792841593
33554467 17 (6, 16) 0.299983978271 0 0.0594516595205 0.00377130508423 0.0101260344187 0.00876379013062 0.00989802678426 0.00979129473368 0.00945790608724
33554467 19 (1, 3) 0.0070960521698 0 0.0794656276703 0.0026752948761 0.00305302937826 0.00305469830831 0.00365471839905 0.00541726748149 0.00515834490458
33554467 23 (2, 22) 0.0964999993642 0.0782223542531 0.0975686709086 0.00791803995768 0.0205343564351 0.0187929471334 0.0199093818665 0.0197470188141 0.0168653329213
33554467 25 (2, 20) 0.108099619548 0.0884863535563 0.112228631973 0.00854460398356 0.0190202395121 0.0173186461131 0.0190010070801 0.0193974177043 0.0202180544535
33554467 27 (2, 1) 0.117441972097 0.104475657145 0.125494321187 0.00140460332235 0.000993728637695 0.00177764892578 0.00176787376404 0 0
33554467 29 (1, 4) 0.0123360157013 0 0.144680897395 0.0042827129364 0.00616637865702 0.00617798169454 0.00705536206563 0.0118250052134 0.0113623936971
33554467 31 (10, 3) 3.97356573741 0 0.176889975866 0.00487144788106 0.00637229283651 0.0106953779856 0.0114880402883 0.0241950352987 0.0214790503184
33554467 37 (1, 36) 0.020024061203 0 0.239311695099 0.0352096557617 0.0595012505849 0.0534053643545 0.0564206441243 0.0567403634389 0.062762260437
33554467 41 (2, 40) 0.223831653595 0.164705355962 0.281966288884 0.0386407375336 0.0744870503743 0.0662730534871 0.0703310171763 0.0699656009674 0.070568561554
33554467 43 (4, 42) 0.906229019165 0 0.306421597799 0.05819272995 0.0877815882365 0.0820933183034 0.0829170544942 0.0829439957937 0.098304271698
33554467 47 (3, 46) 0.57642475764 0 0.385646740595 0.0834753513336 0.112982988358 0.107690572739 0.106638352076 0.106291373571 0.12561972936
33554467 49 (4, 21) 1.23421168327 0 0.423368295034 0.0351153214773 0.0758180618286 0.0721816221873 0.0753386815389 0.0892500082652 0.114845991135
33554467 53 (1, 52) 0.0413553714752 0 0.509134689967 0.0856324036916 0.142041047414 0.129470348358 0.13333439827 0.132651329041 0.132536411285
33554467 59 (4, 29) 2.00580596924 0 0.648010651271 0.0810159842173 0.103693326314 0.100121657054 0.0985463460286 0.112935384115 0.153046766917
33554467 61 (2, 6) 0.431841055552 0.3861729304 0.684973637263 0.0236436525981 0.0241356690725 0.0234232743581 0.025314728419 0.0553929805756 0.102471987406
33554467 67 (1, 66) 0.0696709950765 0 0.917044957479 0.223477602005 0.292795976003 0.267116387685 0.272286017736 0.273305972417 0.339945634206
33554467 71 (4, 35) 3.18071691195 0 0.966193358103 0.142288287481 0.181147257487 0.173343658447 0.172328710556 0.195559660594 0.280566056569
