# ./benchmark.sh 14 2**40 2**40+2**8 2**8 2**8+2**5 2 3
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**40,2**40+2**8], nbound=[2**8,2**8+2**5], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/14.dat')"
1099511627791 257 (3, 256) 98.1518057187 0 60.1548759937 135.667054653 15.3030889829 11.7003909747 13.1362671057 13.1422902743 20.5755372842
1099511627791 263 (2, 262) 39.2005073229 21.8759029706 59.5052243074 151.576883078 17.0279740493 14.2979142666 14.7585926851 14.7456213633 23.0487739245
1099511627791 269 (1, 134) 5.27386204402 0 69.6609026591 80.2333819866 10.5634747346 9.22231531143 9.1170612971 10.8779899279 20.1547686259
1099511627791 271 (6, 270) 566.440299988 0 63.1517732938 171.591861645 19.0262413025 16.7200349172 16.5305969715 16.498354276 25.9967346191
1099511627791 277 (4, 92) 231.417941968 0 68.970541954 59.1665102641 7.56818691889 6.41363064448 6.49553998311 8.91090520223 18.809932073
1099511627791 281 (2, 140) 46.1837812265 23.7809607188 70.2709813118 53.1028459867 12.1087006728 10.5755256017 10.4651356538 12.1646397114 18.9656256835
1099511627791 283 (1, 141) 5.88240933418 0 72.8773960272 97.917498827 12.5270869732 11.2979766528 10.8874402046 12.8667120934 23.5918846925
1099511627803 257 (2, 128) 37.3902592659 23.0777133306 59.3929062684 66.266018788 9.18454035123 7.58694966634 7.96229577065 9.50680128733 17.0515556335
1099511627803 263 (1, 131) 4.94025023778 0 59.6211020152 73.5863333543 10.296200037 9.03019769986 8.91503802935 10.551853021 18.9881316821
1099511627803 269 (8, 268) 1178.5741179 0 61.9119648933 165.141054869 18.2684190273 15.336496671 15.8029093742 15.8043693701 24.9867429733
1099511627803 271 (6, 135) 566.751024485 0 64.6230038802 83.0941119989 11.3250086308 10.2063072522 9.8459789753 11.6124956608 21.1673973401
1099511627803 277 (4, 276) 231.524764061 0 66.2892033259 184.426780621 19.4261783759 16.2723093033 16.7421383063 16.7479385535 26.5969116688
1099511627803 281 (1, 140) 5.79561877251 0 67.2991392612 53.2724259694 12.1444122791 10.5660730203 10.4919834137 12.1809186141 18.6379337311
1099511627803 283 (6, 282) 630.787424088 0 76.4567670027 202.05173564 20.972386996 18.2214589914 18.0821326574 18.0709810257 28.7264382839
1099511627831 257 (6, 256) 510.189890981 0 62.088230292 135.785657088 15.7508800824 12.026743571 13.5609256426 13.626566728 21.0014725526
1099511627831 263 (6, 262) 535.96716392 0 61.5945066611 152.364486615 17.3601723512 14.5059626897 15.0662477016 15.0501482487 23.2976620197
1099511627831 269 (8, 268) 1305.60006618 0 63.4653726419 164.953594685 18.413598299 15.4352170626 15.9857087135 15.9596737226 25.0501087507
1099511627831 271 (6, 135) 566.132851958 0 67.2232656479 83.0416547457 11.4253349304 10.2527077198 9.94448669751 11.7416173617 21.2069756985
1099511627831 277 (4, 92) 231.039784273 0 66.8571520646 59.2764453888 7.782787323 6.52883998553 6.60422754288 9.16012811661 19.0428733826
1099511627831 281 (1, 280) 5.77163338661 0 69.0547250907 109.331102371 20.2598810196 16.453770717 17.2483186722 17.1386416753 20.8677043915
1099511627831 283 (1, 141) 5.91749962171 0 74.8645823002 98.011352698 12.8748833338 11.5497629642 11.1254690488 13.1143170198 23.7520186901
1099511627873 257 (2, 256) 37.4924585819 20.7859679858 52.4301420848 135.688366731 15.1890062491 11.6764580409 13.0338215828 13.0173246861 20.600763003
1099511627873 263 (3, 131) 104.208061695 0 60.6838233471 73.5680237611 10.3154803117 9.07302967707 8.92735600471 10.532356739 19.057997942
1099511627873 269 (1, 67) 5.2409573396 0 62.9357306957 39.637874047 5.25161663691 4.31027245522 4.39230704308 6.94735272725 16.3480189641
1099511627873 271 (3, 45) 111.297995567 0 63.3832863967 27.2893133163 3.71282998721 3.10754307111 3.05696694056 5.95903142293 15.5895265738
1099511627873 277 (4, 23) 231.420688391 0 64.1400980949 14.8973578612 1.98066123327 1.48346495628 1.54673091571 4.89989527067 14.8410796324
1099511627873 281 (2, 56) 46.2607349555 31.4573377768 65.587309281 20.166608572 4.76736537615 3.89297540983 3.9178917408 6.72881539663 10.8248139222
1099511627873 283 (2, 282) 46.9947504203 24.0429003239 69.8756467501 201.922122002 20.842791001 18.2009946505 17.9448347092 17.9938269456 28.7466533979
1099511627891 257 (3, 128) 98.2833429972 0 57.3491311073 66.322881937 9.37851794561 7.73012638092 8.1311943531 9.74150069555 17.1951416334
1099511627891 263 (3, 131) 104.01860563 0 58.2392643293 73.6355203787 10.4290176233 9.13238596916 9.07975570361 10.7600633303 19.0930593014
1099511627891 269 (8, 268) 1178.16115022 0 82.0249726772 165.350257635 18.5624525547 15.5546305974 16.1168456872 16.1025969982 25.2752810319
1099511627891 271 (6, 135) 567.350116491 0 64.5807176431 83.1181070805 11.5635226568 10.3594472408 10.0558999379 11.8497881095 21.3269276619
1099511627891 277 (4, 46) 231.396376053 0 67.9491159121 29.5186123053 3.98690215747 3.2277654012 3.29097644488 6.50434891383 16.337364912
1099511627891 281 (2, 280) 46.2450431188 30.5269082387 76.102377971 109.201209625 20.252657334 16.5434010824 17.1823430061 17.1279830138 22.6576389472
1099511627891 283 (1, 141) 5.87512755394 0 71.6516616344 97.9698594411 12.7750790914 11.4645804564 11.0929927031 13.1028933525 23.8082072735
1099511627917 257 (2, 64) 37.4007017612 21.4611581961 57.7358615398 32.7624616623 4.58216031392 3.52084096273 3.81579867999 6.18412971497 13.7334080537
1099511627917 263 (1, 131) 4.92336098353 0 63.4710683028 73.6375616391 10.385165294 9.11450338364 9.03236905734 10.6621245543 19.1026476224
1099511627917 269 (4, 268) 217.525402228 0 66.0478299459 165.233220895 18.3149200281 15.4055643876 15.8569279512 15.8210215569 24.9765147368
1099511627917 271 (6, 270) 566.660045981 0 65.5574849447 171.411750078 19.1602497101 16.7853479385 16.6998700301 16.6835823059 26.112634023
1099511627917 277 (4, 92) 231.157155355 0 66.9990827243 59.1199470361 7.6743765672 6.45228266716 6.5000240008 9.00167894363 18.9196106593
