# ./benchmark.sh 06 2**20 2**20+2**8 5 2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**20,2**20+2**8], nbound=[5,2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/06.dat')"
1048583 5 (2, 4) 0.0709449450175 0.0139570236206 0.0252803166707 0.00116531054179 0.000525077184041 0.000468571980794 0.000508308410645 0.000493208567301 0.000433921813965
1048583 7 (6, 3) 0.0854206879934 0 0.0193183422089 0.00111865997314 0.000758727391561 0.000720421473185 0.000768343607585 0.000802278518677 0.000740051269531
1048583 9 (2, 6) 0.0421039263407 0.0268212954203 0.0247909228007 0.00139268239339 0.00175531705221 0.00154678026835 0.00182398160299 0.00182398160299 0.00158301989237
1048583 11 (1, 10) 0.0031799475352 0 0.0281196435293 0.00168100992839 0.00385506947835 0.00352557500203 0.00375501314799 0.00372727711995 0.00328898429871
1048583 13 (4, 3) 0.108548641205 0 0.0299293200175 0.00173314412435 0.001655737559 0.00163960456848 0.00183701515198 0.00239642461141 0.00217763582865
1048583 17 (6, 16) 0.251816272736 0 0.0453042984009 0.00369437535604 0.0084597269694 0.00761159261068 0.0082053343455 0.00814310709635 0.00825508435567
1048583 19 (4, 3) 0.16343943278 0 0.057960430781 0.00247534116109 0.00252040227254 0.00259280204773 0.00293429692586 0.0041872660319 0.00447765986125
1048583 23 (2, 11) 0.0867046515147 0.0757819811503 0.0698149204254 0.00478990872701 0.00946927070618 0.00935506820679 0.0094936688741 0.0105973084768 0.00978636741638
1048583 25 (4, 20) 0.288884003957 0 0.0844309329987 0.00850995381673 0.0323019822439 0.0315483411153 0.0322227478027 0.0323012669881 0.0340809822083
1048583 27 (2, 18) 0.147095282873 0.084333896637 0.109151681264 0.0098819732666 0.0152015686035 0.0149526596069 0.0149662494659 0.0158780415853 0.0180460611979
1048583 29 (1, 1) 0.00917100906372 0 0.107438643773 0.00140428543091 0.000978549321493 0.00163642565409 0.00164103507996 0 0
1048583 31 (10, 5) 3.09958902995 0 0.118266582489 0.00569327672323 0.00715859731038 0.00727732976278 0.00748793284098 0.0114023685455 0.0154309272766
1048583 37 (4, 18) 0.518017371496 0 0.175866683324 0.0179306666056 0.0263333320618 0.0255212783813 0.0255526701609 0.0287830034892 0.0364179611206
1048583 41 (1, 20) 0.0169787406921 0 0.225448449453 0.0194142659505 0.033624013265 0.032043059667 0.0323146979014 0.035813331604 0.0383007526398
1048583 43 (4, 42) 0.722087701162 0 0.23365966479 0.0580115318298 0.0678400198619 0.0651799837748 0.063111225764 0.0628300507863 0.0764826138814
1048583 47 (6, 46) 2.43472568194 0 0.275960683823 0.0833339691162 0.0884273052216 0.0874242782593 0.0820689996084 0.0817712942759 0.101222753525
1048583 49 (4, 21) 0.978850285212 0 0.282544374466 0.0347632567088 0.0386382738749 0.037269671758 0.0377984046936 0.0452366669973 0.067590713501
1048583 53 (1, 52) 0.028507232666 0 0.362943649292 0.0853233337402 0.111538330714 0.104460636775 0.102449099223 0.102068662643 0.115480979284
1048583 59 (1, 29) 0.0371510187785 0 0.444361368815 0.0806650320689 0.080680290858 0.0801549752553 0.0748216311137 0.0847303072611 0.123569011688
1048583 61 (1, 60) 0.0739992459615 0 0.462112665176 0.17361609141 0.16214299202 0.159192721049 0.148241360982 0.147748947144 0.191536982854
1048583 67 (1, 33) 0.0473629633586 0 0.604609727859 0.114822864532 0.110960324605 0.105078140895 0.101675033569 0.115497032801 0.179350296656
1048583 71 (8, 70) 10.0034229755 0 0.662905613581 0.278742313385 0.24428764979 0.234812021255 0.221785624822 0.22083791097 0.298895041148
1048583 73 (1, 72) 0.0562626520793 0 0.777436971664 0.288696686427 0.251417954763 0.231942415237 0.226276397705 0.225557088852 0.31009499232
1048583 79 (1, 39) 0.068346341451 0 0.895572344462 0.201162338257 0.190013726552 0.190009991328 0.174913009008 0.194681723913 0.313724040985
1048583 81 (1, 54) 0.0701656341553 0 0.888969977697 0.180190722148 0.341185649236 0.336814403534 0.333391348521 0.344628651937 0.397616624832
1048583 83 (1, 41) 0.0750745932261 0 0.897694746653 0.168236176173 0.199614286423 0.19228665034 0.183346668879 0.202075640361 0.228499730428
1048583 89 (12, 88) 44.2299977144 0 1.14818135897 0.556802352269 0.442515452703 0.422797282537 0.397083044052 0.39649605751 0.558685938517
1048583 97 (4, 96) 5.59912633896 0 1.28806233406 0.718563715617 0.521515289942 0.477909644445 0.462365309397 0.461770693461 0.679771661758
1048583 101 (2, 1) 1.07263469696 0.760026534398 1.56436236699 0.0217642784119 0.00887330373128 0.0231676101685 0.0230564276377 0 0
1048583 103 (1, 102) 0.124408483505 0 1.57648102442 0.934044281642 0.648146390915 0.630709012349 0.574240287145 0.57367626826 0.818787654241
1048583 107 (2, 53) 1.23089178403 0.626987377803 1.67310563723 0.533634742101 0.383748690287 0.379310369492 0.341832319895 0.383083661397 0.657441616058
1048583 109 (1, 27) 0.140424887339 0 1.76208734512 0.293085018794 0.200806538264 0.19241642952 0.177716652552 0.24378768603 0.538058678309
1048583 113 (1, 28) 0.148783604304 0 2.03411364555 0.222158988317 0.211150725683 0.194177389145 0.186596949895 0.250917752584 0.240805625916
1048583 121 (3, 10) 4.71533465385 0 2.08639931679 0.162631034851 0.0944230556488 0.0881894429525 0.0840206940969 0.18793129921 0.593408107758
1048583 125 (1, 100) 0.186323722204 0 2.25041000048 0.940567016602 0.839176336924 0.869432290395 0.789267301559 0.803924719493 0.962652285894
1048583 127 (1, 63) 0.19983235995 0 2.45614608129 0.963966369629 0.635465621948 0.648727734884 0.558175643285 0.621364672979 1.12669372559
1048583 131 (1, 65) 0.218234062195 0 2.76203044256 0.660878896713 0.626768350601 0.578173955282 0.550465027491 0.60856294632 0.852536360423
1048583 137 (3, 17) 6.5508330663 0 2.87561194102 0.332463979721 0.18804526329 0.170725981394 0.159976005554 0.299686988195 0.967965920766
1048583 139 (2, 23) 2.35440842311 1.1920653979 3.06516766548 0.449604272842 0.261847654978 0.241386969884 0.220988670985 0.356699625651 1.05182496707
1048583 149 (2, 148) 2.83712331454 1.60249129931 3.71464689573 3.15262873967 1.70854838689 1.6223979791 1.47302834193 1.47167229652 2.32001201312
1048583 151 (6, 75) 30.1898082892 0 4.03064465523 1.68487604459 1.06119235357 1.04019665718 0.928040981293 1.02746033669 1.92301599185
1048583 157 (10, 156) 110.7785604 0 4.07048495611 3.84803096453 1.97050833702 1.93398364385 1.69385902087 1.69174496333 2.6994295915
1048583 163 (1, 81) 0.35609793663 0 4.65258367856 2.14127588272 1.22559165955 1.1548016866 1.04995004336 1.16546932856 2.27236199379
1048583 167 (7, 83) 55.125688076 0 5.14627901713 2.37502503395 1.34535559018 1.30649797122 1.1590517362 1.28488270442 2.4590669473
1048583 169 (2, 39) 3.90941301982 2.07350564003 4.73368032773 1.13449732463 0.784692049026 0.768085638682 0.721397479375 0.920876423518 2.12403066953
1048583 173 (1, 172) 0.407072067261 0 4.9624226888 3.57736349106 2.4945602417 2.39645989736 2.09999608994 2.09599264463 2.88048569361
1048583 179 (1, 1) 0.449032306671 0 5.66903765996 0.0865245660146 0.0206639766693 0.0528922875722 0.0528829892476 0 0
1048583 181 (6, 180) 46.3982026577 0 5.84204729398 6.28225835164 2.80912065506 2.7432214419 2.37297503153 2.36931498845 3.84551874797
1048583 191 (2, 5) 5.37242468198 2.42433126767 6.33794562022 0.244477907817 0.135541359584 0.120131333669 0.112557649612 0.424683332443 1.37748233477
1048583 193 (4, 32) 20.7528453668 0 7.35680365562 1.35149073601 0.587246338526 0.487569332123 0.458151976267 0.75492866834 2.61092360814
1048583 197 (18, 196) 738.258641958 0 7.19121662776 8.36010201772 3.35219200452 3.11604960759 2.78726832072 2.78291066488 4.68422929446
1048583 199 (4, 33) 22.3033703168 0 6.93270635605 1.53130308787 0.664029280345 0.590076049169 0.521392027537 0.843231360118 2.8069109122
1048583 211 (10, 70) 224.237095992 0 8.30886395772 3.58391237259 1.53182562192 1.40541942914 1.22983837128 1.53191900253 3.84817171097
1048583 223 (4, 111) 29.3333923022 0 9.2670126756 6.68991367022 2.8694823583 2.85777235031 2.35989745458 2.621641318 5.36291829745
1048583 227 (8, 113) 156.473030965 0 9.65916887919 6.92401655515 2.76260042191 2.58054327965 2.22600706418 2.49342393875 5.43722931544
1048583 229 (3, 76) 15.759941419 0 9.89078990618 4.81496230761 1.94067438444 1.75314561526 1.5396083196 1.90684596697 4.93259565036
1048583 233 (2, 232) 6.47635571162 4.52292768161 10.5617903868 9.68163728714 5.28078428904 4.92712934812 4.25364693006 4.24118502935 5.51296846072
1048583 239 (2, 119) 6.90688300133 3.59931008021 11.4325802326 5.4093940258 3.39010731379 3.32736094793 2.78373670578 3.02566107114 5.84095191956
1048583 241 (6, 8) 91.218152682 0 10.4371980031 0.813307444255 0.283617734909 0.205797672272 0.189399957657 0.787921349208 4.27629462878
1048583 243 (1, 162) 0.923197984695 0 11.4717324575 7.11830965678 3.63767035802 3.69797897339 3.18794894218 3.35310196877 5.06697440147
1048583 251 (2, 125) 7.63518842061 6.21486369769 12.7045506636 6.55695199966 3.74015076955 3.62200411161 3.01694965363 3.30335760117 5.62064901988
1048589 5 (1, 2) 0.00199166933695 0 0.017476717631 0.00117739041646 0.000388701756795 0.000359932581584 0.000374714533488 0.000384410222371 0.000329415003459
1048589 7 (1, 6) 0.00211866696676 0 0.0151977539062 0.00106000900269 0.00135930379232 0.00126107533773 0.001278479894 0.00126075744629 0.00120528539022
1048589 9 (1, 2) 0.00255799293518 0 0.0269849300385 0.00127371152242 0.000883261362712 0.000907023747762 0.0010294119517 0.00123739242554 0.000868638356527
1048589 11 (2, 5) 0.044314622879 0.0275399684906 0.0258220831553 0.00150473912557 0.00216976801554 0.00206438700358 0.00229032834371 0.00248257319132 0.001979748408
1048589 13 (2, 3) 0.0706751346588 0.0393310387929 0.0397737026215 0.00178869565328 0.00174729029338 0.0016876856486 0.00185775756836 0.00243735313416 0.00223135948181
1048589 17 (3, 16) 0.10639667511 0 0.0509270032247 0.00369691848755 0.00856463114421 0.00776330629985 0.00826199849447 0.00818411509196 0.00824737548828
1048589 19 (4, 9) 0.162580013275 0 0.0552170276642 0.00351238250732 0.00656970342 0.0063095887502 0.00656803448995 0.00733113288879 0.00762701034546
1048589 23 (2, 22) 0.0974100430806 0.0661803086599 0.0771640141805 0.00792566935221 0.0171496073405 0.0163437525431 0.0164299805959 0.0163550376892 0.0152405897776
1048589 25 (4, 10) 0.246336062749 0 0.0841590563456 0.00529297192891 0.00851623217265 0.00801293055216 0.00865570704142 0.0101750691732 0.0117717583974
1048589 27 (1, 6) 0.00828162829081 0 0.0979092915853 0.00463763872782 0.0061563650767 0.00593972206116 0.00635361671448 0.00896294911702 0.0110600789388
1048589 29 (1, 7) 0.00919763247172 0 0.109014352163 0.00544937451681 0.00800697008769 0.0077269077301 0.00818769137065 0.011044661204 0.00948929786682
1048589 31 (5, 15) 0.589728673299 0 0.125632683436 0.0117696126302 0.017795642217 0.0176397164663 0.0172833601634 0.0193120638529 0.0238010088603
1048589 37 (2, 9) 0.162269035975 0.109877665838 0.157191673915 0.0104592641195 0.0142243703206 0.0137673219045 0.0140036741892 0.0193699200948 0.0270686149597
1048589 41 (2, 8) 0.20467599233 0.135202328364 0.213519891103 0.00983206431071 0.0135486920675 0.0130351384481 0.0132803122203 0.0200522740682 0.0255319277445
1048589 43 (1, 42) 0.0183882713318 0 0.244870344798 0.0581273237864 0.0692811012268 0.0664697488149 0.0640546480815 0.0638407071431 0.0775616963704
1048589 47 (3, 46) 0.473600943883 0 0.254870653152 0.0835350354513 0.0878847440084 0.0867119630178 0.0811512470245 0.0812249183655 0.100679397583
1048589 49 (2, 42) 0.235497395198 0.160951932271 0.30209906896 0.0687236785889 0.0772706667582 0.0751027266184 0.0744856198629 0.0755853652954 0.0986569722493
1048589 53 (2, 26) 0.269348541896 0.186425924301 0.32476623853 0.0422681172689 0.0623213450114 0.0595821539561 0.0590569972992 0.0656570593516 0.0645663738251
1048589 59 (12, 29) 17.045792977 0 0.432637770971 0.0806519985199 0.0828399658203 0.0820426146189 0.0765170256297 0.0865989526113 0.12610967954
1048589 61 (6, 2) 4.81733306249 0 0.445794343948 0.0143219629924 0.00983373324076 0.0103436311086 0.0111083984375 0.0330650011698 0.0766876538595
1048589 67 (4, 33) 2.13336531321 0 0.59467569987 0.114740610123 0.111717383067 0.105610768 0.102245330811 0.115859905879 0.180471022924
1048589 71 (8, 70) 10.0114448865 0 0.683755636215 0.278498411179 0.243738333384 0.234192291896 0.220763365428 0.220269441605 0.298191308975
1048589 73 (1, 24) 0.0562897523244 0 0.714441935221 0.100501616796 0.0928835868835 0.0861366589864 0.0848632653554 0.107130368551 0.193261941274
1048589 79 (4, 13) 3.28322768211 0 0.85924132665 0.0734221935272 0.0602856477102 0.0601383845011 0.0563286940257 0.0905316670736 0.20957438151
1048589 81 (1, 18) 0.0697600046794 0 0.926465352376 0.067897717158 0.143766085307 0.143795728683 0.142803271612 0.172520637512 0.209019740423
1048589 83 (2, 82) 0.676245053609 0.454085270564 0.922560930252 0.326967716217 0.377783934275 0.358856042226 0.339102347692 0.338469982147 0.400948365529
1048589 89 (2, 44) 0.785668055216 0.489912112554 1.10908031464 0.196262677511 0.236330668132 0.227782726288 0.216080665588 0.238965670268 0.350090026855
1048589 97 (4, 32) 5.62099663417 0 1.21303399404 0.247858762741 0.187694708506 0.171155293783 0.168702363968 0.211486657461 0.434952656428
1048589 101 (6, 100) 11.7329117457 0 1.43130238851 0.848270575205 0.586357673009 0.553617954254 0.518136660258 0.517258008321 0.751139640808
1048589 103 (2, 51) 1.12163654963 0.613791306814 1.46159434319 0.472415685654 0.354637304942 0.348140716553 0.317078669866 0.356320858002 0.605007092158
1048589 107 (2, 106) 1.23324394226 0.746522029241 1.55864993731 1.0582865874 0.70396733284 0.692459026972 0.625939925512 0.621292670568 0.892727216085
1048589 109 (10, 27) 46.7648711205 0 1.86048968633 0.293228705724 0.204623619715 0.194840351741 0.180080095927 0.24604900678 0.54136133194
1048589 113 (1, 56) 0.149877707163 0 1.97007107735 0.445864280065 0.427347977956 0.40241765976 0.377766688665 0.417848269145 0.567922592163
1048589 121 (3, 5) 4.72581092517 0 2.20945835114 0.0993796984355 0.0586140155792 0.0525353749593 0.0532263914744 0.163371960322 0.566609382629
1048589 125 (2, 50) 1.80689565341 0.96347840627 2.39403231939 0.485871076584 0.564232985179 0.568654378255 0.533075968424 0.596633990606 0.858774344126
1048589 127 (2, 42) 1.87759629885 0.97448571523 2.54752874374 0.660136302312 0.418667316437 0.420123338699 0.365405718486 0.452909708023 0.956234057744
1048589 131 (1, 65) 0.217724720637 0 2.69068868955 0.702940305074 0.629775285721 0.582015991211 0.553573290507 0.611437638601 0.847254991531
1048589 137 (3, 68) 6.55761766434 0 3.04439703623 1.17096320788 0.713941017787 0.66738208135 0.619790712992 0.697191635768 1.36912735303
1048589 139 (4, 23) 9.67782862981 0 2.9409476916 0.449940284093 0.258933703105 0.239089091619 0.218055009842 0.354411284129 1.05071767171
1048589 149 (4, 74) 11.4087266127 0 3.75838367144 1.58166329066 0.982223669688 0.939797639847 0.856904745102 0.952210187912 1.80923891068
1048589 151 (6, 75) 30.185712258 0 3.73754588763 1.68504826228 1.04583835602 1.02644991875 0.915041367213 1.01301900546 1.91377234459
1048589 157 (1, 26) 0.334890445073 0 4.09475970268 0.683178424835 0.37250773112 0.349311669668 0.310841639837 0.495089371999 1.51333761215
1048589 163 (2, 81) 3.55828762054 1.99814669291 4.44798000654 2.14428663254 1.2268169721 1.15146366755 1.04953432083 1.16668438911 2.28082259496
1048589 167 (1, 166) 0.391712983449 0 5.10048055649 4.78510403633 2.32486160596 2.27724266052 1.99323232969 1.98582530022 3.1486650308
1048589 169 (2, 39) 3.92960596085 2.04057248433 4.63670531909 1.13496843974 0.507603009542 0.48968966802 0.4415046374 0.639627615611 1.84825062752
1048589 173 (1, 43) 0.407742659251 0 4.96611428261 0.893316666285 0.696265697479 0.648985942205 0.586972077688 0.769142707189 1.52298172315
1048589 179 (2, 178) 4.54515655835 2.6946653525 5.72030131022 3.987738053 2.7860232989 2.68058689435 2.3578906854 2.34700695674 3.44852431615
1048589 181 (6, 10) 46.3724644184 0 5.23449103038 0.450124263763 0.194856087367 0.172520319621 0.155739625295 0.446890751521 1.91779629389
1048589 191 (2, 2) 5.38025339444 2.61040194829 6.43278654416 0.160552740097 0.0683573881785 0.0658483505249 0.0713006655375 0.389716068904 1.08345500628
1048589 193 (1, 64) 0.525667667389 0 6.89198756218 2.57438031832 1.13749496142 0.982396999995 0.911893685659 1.15028635661 3.01723003387
1048589 197 (3, 98) 11.2622879346 0 6.88504894574 4.15442188581 1.88722666105 1.73483665784 1.55819161733 1.74517695109 3.67277566592
1048589 199 (1, 9) 0.564621925354 0 7.30154299736 0.526036341985 0.221995989482 0.182438294093 0.167886654536 0.537450790405 2.4828034242
1048589 211 (10, 210) 224.24118789 0 8.08045593898 10.7314126492 4.01500670115 3.85274767876 3.27655061086 3.2788306872 5.5580783685
1048589 223 (3, 111) 14.8969779809 0 9.13786935806 6.68098624547 2.87487268448 2.86829106013 2.37119499842 2.62453238169 5.37795162201
1048589 227 (8, 113) 156.552268982 0 9.80111328761 6.92241470019 2.8214293321 2.64072736104 2.2877386411 2.56516504288 5.49957927068
1048589 229 (6, 76) 81.1342036724 0 9.24403738976 4.80312156677 1.94572297732 1.7612276872 1.54917971293 1.91262467702 4.93769995372
1048589 233 (1, 4) 0.834548711777 0 10.2368369102 0.429696083069 0.169073025386 0.128438313802 0.131352742513 0.640662670135 2.36695043246
1048589 239 (2, 119) 6.93445666631 4.93368705114 10.2619235516 5.4631169637 3.39354570707 3.31668694814 2.7881433169 3.04029226303 4.66075897217
1048589 241 (3, 24) 17.9163542589 0 11.5387246609 1.90417098999 0.718082348506 0.583921035131 0.512334664663 1.07030495008 4.57376766205
1048589 243 (1, 54) 0.919336636861 0 12.4795086384 2.52008366585 1.24289472898 1.1972823143 1.0177907149 1.45397337278 3.08198563258
1048589 251 (2, 250) 7.62403957049 4.73741960526 11.8633499146 13.0120008787 6.83621732394 6.80620265007 5.54840167363 5.54315622648 8.05958763758
1048601 5 (1, 1) 0.00199739138285 0 0.017232577006 0.000709295272827 0.000114997227987 9.66389973958e-05 9.552637736e-05 0 0
1048601 7 (4, 1) 0.0648409525553 0 0.0150373776754 0.00055996576945 0.000150918960571 0.000186920166016 0.000186999638875 0 0
1048601 9 (2, 6) 0.0541186332703 0.0226093133291 0.0216233730316 0.00132536888123 0.00180268287659 0.0016462802887 0.00189177195231 0.00187102953593 0.00159470240275
1048601 11 (1, 5) 0.00343243281047 0 0.0333236853282 0.0015496412913 0.00231122970581 0.00214076042175 0.00238649050395 0.00258533159892 0.00201296806335
1048601 13 (1, 4) 0.00376764933268 0 0.0301119486491 0.0017880598704 0.00220600763957 0.00210563341777 0.00230828921 0.00279068946838 0.00260504086812
1048601 17 (1, 16) 0.0049053033193 0 0.0520382722219 0.00369159380595 0.00892464319865 0.00784071286519 0.00826835632324 0.00821336110433 0.00828464825948
1048601 19 (2, 18) 0.0886192321777 0.0610962708791 0.0535442829132 0.00516136487325 0.0116536617279 0.0108296871185 0.0109423001607 0.0110463301341 0.0114359855652
1048601 23 (2, 11) 0.100302696228 0.0707139968872 0.0699357191722 0.00489926338196 0.0103460947673 0.0102356274923 0.0100808938344 0.0112667878469 0.0111719767253
1048601 25 (1, 1) 0.00788601239522 0 0.111830314 0.001273949941 0.000929594039917 0.00140770276388 0.00140166282654 0 0
1048601 27 (2, 18) 0.133231004079 0.0946886539459 0.100282669067 0.00974369049072 0.0159313678741 0.0159703095754 0.0158077081045 0.0167772769928 0.019012371699
1048601 29 (1, 28) 0.00932971636454 0 0.114153385162 0.0144170920054 0.0263824462891 0.024697303772 0.0250240166982 0.0248819192251 0.0234026908875
1048601 31 (2, 6) 0.1282351017 0.0907979806264 0.115850289663 0.00641878445943 0.00796834627787 0.00807960828145 0.00821995735168 0.0119140148163 0.0162592728933
1048601 37 (1, 18) 0.0142527421316 0 0.178335269292 0.0181336402893 0.0276389916738 0.0268719991048 0.026637951533 0.0299317836761 0.0378196239471
1048601 41 (2, 40) 0.179839452108 0.12419128418 0.199976364772 0.038743575414 0.0617016951243 0.0571472644806 0.0576133728027 0.0572329362233 0.0590879917145
1048601 43 (4, 42) 0.73118074735 0 0.223973274231 0.0582314332326 0.0716843605042 0.0677851041158 0.0649987061818 0.064755598704 0.0784335931142
1048601 47 (1, 46) 0.0223886171977 0 0.263958772024 0.083664337794 0.0905009905497 0.0890786647797 0.0834310849508 0.083040078481 0.102681318919
1048601 49 (4, 1) 0.988123575846 0 0.287590742111 0.00378799438477 0.00223477681478 0.00454791386922 0.00452868143717 0 0
1048601 53 (7, 13) 5.03951303164 0 0.365006446838 0.0297946929932 0.0320993264516 0.0306123097738 0.031046628952 0.0429716110229 0.0707840124766
1048601 59 (12, 29) 17.0639854272 0 0.456210374832 0.0806450049082 0.0831353664398 0.0824420452118 0.0770703156789 0.0875297387441 0.126749038696
1048601 61 (3, 4) 0.848581631978 0 0.440774599711 0.0184716383616 0.0154102643331 0.0155079364777 0.0159306526184 0.0365760326385 0.0810563564301
1048601 67 (4, 66) 2.14163057009 0 0.665169239044 0.222229639689 0.209294319153 0.193794250488 0.18908460935 0.190216064453 0.252146402995
1048601 71 (4, 35) 2.52278653781 0 0.689784447352 0.141807715098 0.137864987055 0.133760293325 0.127310673396 0.142574628194 0.223082065582
1048601 73 (2, 72) 0.515404224396 0.363106886546 0.671040693919 0.288854678472 0.258911689123 0.239464680354 0.232912222544 0.23208061854 0.317566315333
1048601 79 (4, 78) 3.26374697685 0 0.796517372131 0.400884628296 0.357760032018 0.356558958689 0.327426671982 0.326974312464 0.443068027496
1048601 81 (2, 54) 1.15405503909 0.461846987406 0.946943600972 0.255807002385 0.201780001322 0.198345422745 0.192218224208 0.206040302912 0.332120974859
1048601 83 (1, 82) 0.074737628301 0 0.97771970431 0.327602307002 0.37585790952 0.3537393411 0.336405277252 0.335771004359 0.371756315231
1048601 89 (1, 88) 0.0865030288696 0 1.04966497421 0.403355360031 0.436398585637 0.412625710169 0.390142679214 0.389525969823 0.504856665929
1048601 97 (2, 48) 0.967232306798 0.549470027288 1.25235493978 0.367635011673 0.287543137868 0.266225020091 0.256514310837 0.290959993998 0.511150598526
1048601 101 (6, 25) 11.7363966306 0 1.54534069697 0.225850264231 0.166437307994 0.154661575953 0.148364623388 0.203943252563 0.441423654556
1048601 103 (6, 17) 12.2794373035 0 1.64259322484 0.170181115468 0.123138268789 0.118957678477 0.110280990601 0.176632324855 0.424511273702
1048601 107 (6, 1) 13.4507967631 0 1.64045238495 0.0253463586171 0.00988030433655 0.0272710323334 0.0271836121877 0 0
1048601 109 (10, 27) 46.6904907227 0 1.69934542974 0.29302295049 0.205715338389 0.196877638499 0.182195266088 0.248167912165 0.54340171814
1048601 113 (2, 112) 1.40242425601 0.80060005188 1.93636798859 0.861431360245 0.796982288361 0.733507633209 0.695307970047 0.692548274994 0.825661977132
1048601 121 (3, 55) 4.71838863691 0 2.13604346911 0.700828631719 0.440548976262 0.445759693782 0.409658670425 0.470151344935 0.875500599543
