# ./benchmark.sh 17 2**20 2**20+2**8 2**9 2**9+2**5 2 3
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**20,2**20+2**8], nbound=[2**9,2**9+2**5], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/17.dat')"
1048583 521 (2, 520) 42.7726840973 26.6466489633 74.5300793648 286.688330253 41.067205747 32.2333386739 28.0257511934 27.9971497059 62.0017229716
1048583 523 (2, 261) 42.5232779185 31.9057277044 69.273985068 144.592774947 26.1179556847 21.8034942945 17.6425890128 19.7557199001 55.0425252914
1048583 529 (11, 253) 3036.40977502 0 72.586364905 142.373690923 21.9940868219 19.7336599827 16.8119920095 19.0882196426 55.1346947352
1048583 541 (9, 45) 1581.4919641 0 76.5953323841 28.7913922469 5.70980167389 3.89744003614 3.02674865723 7.18935060501 46.192940553
1048589 521 (8, 520) 1167.85161114 0 72.5179243882 286.684676409 41.0568210284 32.3496763706 28.1302848657 28.1560043494 62.2298796972
1048589 523 (5, 87) 365.413323522 0 78.3347373009 48.6287852923 9.56529871623 6.8362587293 5.56731565793 9.06246868769 44.2993842761
1048589 529 (22, 506) 10284.5749681 0 70.8049560388 286.244851987 36.7387516499 35.1700613499 29.1057116985 29.214492321 65.1337592602
1048589 541 (18, 540) 7088.28117609 0 73.3942305247 331.337736011 47.5949749152 41.2922202746 32.9220780532 32.923766613 71.7776937485
1048601 521 (2, 520) 42.6652056376 24.8819579283 71.9414779345 286.864129623 40.8452997208 31.9692477385 27.8663187027 27.8459189733 61.8249852657
1048601 523 (5, 87) 365.536815524 0 77.458564043 48.714041392 9.69710993767 6.92179203033 5.61391806602 9.12332232793 44.391147693
1048601 529 (11, 253) 2176.8226831 0 73.9277292093 142.633657296 38.1537415981 35.9910409451 32.9148403804 35.176451683 71.1868702571
1048601 541 (9, 135) 1580.54196787 0 73.2111342748 82.2081543605 14.9746272564 11.72924757 9.34168465932 12.7998383045 52.0072762966
1048609 521 (16, 520) 5036.89060402 0 79.641198953 286.310768286 40.3187406858 31.8629031181 27.4613450368 27.4909126759 61.7130659421
1048609 523 (5, 522) 364.92634201 0 72.2956213156 289.932878653 42.9030183951 35.0831340154 29.0805477301 29.0941880544 64.1012587547
1048609 529 (11, 253) 2175.87350583 0 83.8584646384 141.682732026 21.6171828906 19.614679575 16.6005166372 18.7549630006 54.9683726629
1048609 541 (18, 135) 7072.77106094 0 77.8729349772 81.8669160207 14.6712563833 11.536131382 9.15753340721 12.4177265962 51.7859115601
1048613 521 (16, 260) 5030.23700905 0 71.2945420742 142.160913229 25.4083326658 20.8859123389 17.4804166953 19.6413729986 53.9539363384
1048613 523 (2, 261) 42.3984599908 30.0248757203 76.570677042 144.220302343 26.4354120096 22.1541752815 17.9523565769 20.0902677377 55.3970143
1048613 529 (22, 506) 10128.479224 0 77.4884333611 285.895423333 36.937775294 35.29458944 29.1913259824 29.3954339822 65.358412981
1048613 541 (18, 270) 7088.13256097 0 83.022390763 164.449334383 29.1809253693 26.0137283802 20.372344017 22.694950978 61.9286972682
1048627 521 (32, 520) 21573.0255041 0 75.9049639702 287.994318724 41.9274337292 32.8874983788 28.8677433332 28.8694119453 62.8009092808
1048627 523 (10, 522) 1758.54378295 0 72.0756970247 291.520041068 43.891337951 35.9282753468 30.2153410117 30.312634627 65.1671946843
1048627 529 (22, 506) 10154.981504 0 79.3994930585 287.042360624 37.6595243613 35.9865410328 30.0307943026 30.1286025842 66.0133919716
1048627 541 (9, 270) 1591.76027298 0 87.3686263561 164.621253332 29.3241853714 26.1282409032 20.5510713259 22.9642693996 62.0704153379
1048633 521 (16, 520) 5076.58159709 0 70.3394153118 289.010880709 41.9082049529 32.817298015 28.7045993805 28.7633544604 62.9050022761
1048633 523 (2, 522) 42.8508363565 25.3126417001 69.525278012 291.530274391 44.1655817032 35.8923972448 30.2761050065 30.2871443431 65.2429362933
1048633 529 (22, 506) 11517.709769 0 72.337299029 747.592626095 44.4390799999 36.0834916433 29.7263127168 29.7554910183 65.748082002
1048633 541 (3, 54) 124.140507221 0 77.5386133194 34.0565194289 10.8480056127 5.00195662181 3.75588297844 7.99239079158 47.1444923083
1048661 521 (32, 520) 21582.4076169 0 70.56879131 286.378690322 41.5699870586 32.5018799305 28.5602399508 28.5831466516 62.3243853251
1048661 523 (5, 174) 365.036227703 0 72.5742739836 95.7281637192 18.4573090076 14.3357167244 11.906727314 14.929907004 49.9230132103
1048661 529 (2, 46) 43.835487922 30.3162316481 80.4030536811 27.0541621049 5.77777465185 4.27113501231 3.74963696798 7.81164638201 43.4111803373
1048661 541 (9, 180) 1575.65028286 0 87.6848115921 108.486572027 19.4413352807 16.1494436264 12.8904703458 16.1145129999 54.9079186122
1048681 521 (16, 520) 5043.59350395 0 69.1700572968 285.886820952 41.6096127033 32.7735067209 28.7671430906 28.7592416604 62.5063783328
1048681 523 (10, 261) 1751.66399908 0 72.5071146488 143.715087016 26.5276745955 22.2404970328 18.2074299653 20.4158314069 55.3923966885
1048681 529 (22, 506) 10107.2082269 0 77.0796600183 285.336567322 36.9453516801 35.2753367424 29.4396646818 29.603817304 65.2480982939
1048681 541 (9, 540) 1577.69177508 0 74.3200743198 330.055783391 48.3418065707 41.8472242355 33.7583606243 33.7349820932 72.2413136959
1048703 521 (32, 520) 21624.7228401 0 71.1977793376 285.768684705 43.4764739672 33.9976013501 30.5835650762 30.6179403464 63.7535043557
1048703 523 (2, 174) 42.4142367045 31.885295709 73.0632633368 95.3124639988 18.6025676727 14.4438132445 12.2867706617 15.6074466705 50.056678613
1048703 529 (11, 253) 2172.80492711 0 71.1357255777 141.628651619 23.1188806693 20.5583182176 18.0329826673 20.7467766603 55.9143449465
1048703 541 (18, 135) 7004.1358192 0 81.0324239731 81.6409183343 15.4591426849 12.0027170181 9.95209097862 13.9609119892 51.2943663597
1048709 521 (32, 65) 20954.44677 0 73.7730537256 34.882791996 6.61641669273 4.31198104223 3.60950732231 7.0878897508 39.8824880123
1048709 523 (5, 9) 349.747601628 0 70.5546826522 6.69544625282 1.69234156609 0.857707341512 0.740608374278 4.63603432973 38.1159540812
1048709 529 (1, 23) 5.90015029907 0 69.8368419806 14.1060607433 2.56553800901 1.4063624541 1.14209365845 5.04358768463 39.2322610219
1048709 541 (18, 270) 6760.89450717 0 74.6985133489 153.266005993 27.2266683578 24.2982920011 19.0310165882 21.209280014 58.7651763757
1048717 521 (16, 104) 4853.82252312 0 69.0806216399 54.8994250298 10.2789153258 7.39583834012 6.23188900948 9.57221603394 42.2499279976
1048717 523 (10, 261) 1686.66146684 0 65.686248064 137.977057934 25.6247446537 21.5792036851 17.6803943316 19.8248556455 53.3425673644
1048717 529 (11, 253) 2085.54706287 0 72.8034436703 135.697751999 21.3042906125 19.1080253124 16.3851691087 18.6559183598 53.0276056925
1048717 541 (6, 540) 576.870303392 0 81.5226895809 318.441643953 45.242576917 39.2652026812 31.4944080512 31.5720980167 68.4030783176
1048721 521 (8, 52) 1117.6887641 0 67.4775279363 28.4285899798 5.56032665571 3.56506172816 2.92920502027 6.51831960678 39.4294256369
1048721 523 (5, 522) 350.612738371 0 67.6207553546 278.498663425 41.2420810064 33.8765029907 28.4237984022 28.3779363632 61.6427903175
1048721 529 (11, 253) 2085.297786 0 75.0211201509 136.944383701 21.287813743 19.0947450797 16.2760983308 18.463619709 53.3352696101
1048721 541 (18, 540) 6861.27530599 0 75.6241294543 319.830173016 45.8660027186 39.9130473137 31.8411543369 31.7666256428 69.6518562635
1048759 521 (8, 520) 1137.4056282 0 67.4910153548 276.399321 41.5242280165 32.4614126682 29.044706742 28.8303145568 61.3100620111
1048759 523 (1, 261) 5.78144399325 0 69.7476613522 139.42001605 26.7501537005 22.3321135839 18.607509613 20.9230440458 54.7105743885
1048759 529 (22, 506) 9835.58088589 0 72.953796943 276.389414152 37.4609340032 35.3704562982 30.0599662463 30.0632929802 64.4269726276
1048759 541 (18, 270) 6826.84720016 0 73.341730992 157.946249406 28.6575179895 25.3761369387 20.374147892 22.8769693375 59.996897618
1048783 521 (32, 52) 20521.4047709 0 75.1597720782 28.5407816569 5.70830837886 3.59157737096 3.1242454052 7.22511855761 39.8941083749
1048783 523 (5, 261) 354.296441436 0 65.2449173133 138.818539302 26.2310627302 21.8236869971 18.1183503469 20.5638873577 53.6042563121
1048783 529 (11, 253) 2089.32373095 0 73.8743487199 136.150703669 21.8606523673 19.5888813337 17.0563329856 19.5151929855 53.4302283923
1048783 541 (18, 12) 6786.62040305 0 76.6858797073 9.14263439178 2.15644160906 1.18094126383 1.00058738391 5.77535057068 42.4861043294
1048793 521 (8, 65) 1120.3831048 0 67.8491118749 35.1889456113 6.78137699763 4.40239230792 3.7757323583 7.56952834129 40.2266933918
1048793 523 (10, 58) 1672.43274713 0 71.4961388906 31.8141546249 6.49473134677 4.23383100828 3.51788409551 7.55860678355 40.8043403625
1048793 529 (11, 253) 2056.97150993 0 71.5976956685 136.277898947 21.3966399829 19.0909129779 16.4797036648 18.8550550143 53.1598469416
1048793 541 (3, 540) 115.444184144 0 73.5781102975 318.111611009 46.2252197266 39.8465040525 32.3094960054 32.2251369953 68.9049920241
1048799 521 (16, 130) 4877.99923897 0 68.5473841031 68.312721014 12.8950425784 9.41187898318 8.33366465569 11.8926709493 44.2726619244
1048799 523 (10, 522) 1685.41720581 0 68.5140980085 280.127528985 44.4991493225 35.9024293423 31.1974929969 31.0889829795 64.4328484535
1048799 529 (2, 46) 42.5646208922 33.1221504211 70.3608840307 26.1622453531 4.40326404572 2.95246529579 2.51603579521 6.93142096202 40.6093330383
1048799 541 (9, 108) 1508.61809087 0 71.2258396943 63.4204209646 12.176718394 9.4887872537 7.67164786657 11.8099710147 49.1168827216
1048807 521 (32, 104) 21182.6284559 0 67.5956262747 55.2539885839 10.5134016673 7.52501734098 6.426927646 10.0707910061 42.9678019683
1048807 523 (5, 174) 354.689329982 0 69.6121428013 92.443908294 18.0636463165 13.9948314031 11.8110462825 14.9215980371 48.2826660474
1048807 529 (22, 506) 9694.18198419 0 79.4590506554 275.406543016 65.1498999596 63.0366666317 57.6023836931 57.9073692958 92.0242127577
1048807 541 (9, 27) 1538.32602096 0 73.5338681539 17.5763283571 3.79933722814 2.40512768428 1.95813926061 6.68042929967 43.701069355
1048829 521 (32, 104) 21211.4185791 0 73.8200090726 55.1433173815 10.6209193865 7.60411294301 6.62253506978 10.4164732297 43.0485444069
1048829 523 (5, 522) 353.319543004 0 71.1468046506 280.876482328 44.0005086263 35.6894566218 30.8249396483 30.6957800388 63.4868303935
1048829 529 (11, 253) 2087.67883015 0 73.1915527185 136.376864433 22.1939980189 19.7144286633 17.3341846466 19.9286454519 53.753571113
1048829 541 (2, 270) 44.7043247223 23.2401630084 73.4357590675 158.0822529 28.8096369902 25.3267356555 20.4303693771 23.1147899628 59.8136313756
