# ./benchmark.sh 07 2**30 2**30+2**8 5 2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**30,2**30+2**8], nbound=[5,2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/07.dat')"
1073741827 5 (1, 4) 0.0352359612783 0 0.0371766090393 0.00118064880371 0.000813643137614 0.000702063242594 0.000824371973674 0.000808397928874 0.000665028889974
1073741827 7 (1, 3) 0.00297665596008 0 0.0297386646271 0.00119733810425 0.00123508771261 0.00112660725911 0.00145037968953 0.00154193242391 0.00116054217021
1073741827 9 (2, 3) 0.0582529703776 0.0391809940338 0.0426863829295 0.00135723749797 0.00157570838928 0.00140380859375 0.00181333223979 0.00215474764506 0.00137329101562
1073741827 11 (1, 5) 0.00414133071899 0 0.0541886488597 0.00186705589294 0.00337608655294 0.00310373306274 0.00371694564819 0.00413004557292 0.00314164161682
1073741827 13 (2, 12) 0.0840437412262 0.0550093650818 0.0548343658447 0.00280030568441 0.00751264890035 0.00638198852539 0.00742077827454 0.00737500190735 0.0064647992452
1073741827 17 (6, 2) 0.734965642293 0 0.0861653486888 0.002716700236 0.00265161196391 0.00289169947306 0.00357000033061 0.00574564933777 0.00457962354024
1073741827 19 (10, 18) 2.66424274445 0 0.111607631048 0.00817704200745 0.0179059505463 0.0150702794393 0.0172763665517 0.0172113577525 0.0160116354624
1073741827 23 (1, 11) 0.0123869578044 0 0.149401982625 0.00701642036438 0.0152493317922 0.0140993595123 0.015634059906 0.0180490016937 0.0159896214803
1073741827 25 (2, 20) 0.191742022832 0.103666385015 0.151970386505 0.0140209992727 0.0254883766174 0.0225106875102 0.0255732536316 0.026183684667 0.0259083112081
1073741827 27 (1, 9) 0.0163582960765 0 0.180641015371 0.00862288475037 0.0128335952759 0.0116134484609 0.0137987136841 0.0186669826508 0.0183244546254
1073741827 29 (8, 7) 4.12538528442 0 0.250969012578 0.00915225346883 0.0129772822062 0.012108484904 0.0142076015472 0.0205396811167 0.0212144056956
1073741827 31 (5, 5) 1.67535233498 0 0.240649938583 0.00897065798442 0.0117969512939 0.011594692866 0.01313996315 0.0214912891388 0.0237363179525
1073741827 37 (4, 12) 1.50901134809 0 0.427193403244 0.020444393158 0.0281603336334 0.0255920092265 0.0288647015889 0.0392936865489 0.0447283585866
